createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.decimals,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.decimals,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.decimals,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_Token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
10993245,2020-10-05,0x71e175b4123acf61b8d03c2dab16c8e90707ae68,3.8e-17,2.7382e-14,3.8e-17,1.33456e-14,0.0,7,2.7382e-14,3.8e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xd8492057e04f3318632c16511f99cf7e54d16dea,Xfinance v2,XFII,2.7382e-14,7,18,0xd8492057e04f3318632c16511f99cf7e54d16dea,Xfinance v2,XFII,2.7382e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,66,50000,1601903161,2020-10-05 22:06:01,2,3,2,10507,2410,20223,3,0,36019,burn,1601871570,2020-10-05 13:19:30,66.347370162214510848,3.7E-17,-0.9999999999999999994423290643,1.23h,True
13439965,2021-10-18,0x7fc504ef6d9b4ec457a2284506cb097267183b06,2.6852e-05,3.8e-17,3.8e-17,1.47172e-13,0.0,7,2.6852e-05,3.8e-17,9,0x6d03695343c58736b3950d63f607817fba6956fd,InuYasha Inu,INUYASHAINU,2.6852e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,9,0x6d03695343c58736b3950d63f607817fba6956fd,InuYasha Inu,INUYASHAINU,2.6852e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,0.25,279326789634.377129015,1634537484,2021-10-18 15:11:24,1,5,1,0,970,2385,3,2,2385,burn,1634537484,2021-10-18 15:11:24,0.314919441571985127,3.8E-17,-0.9999999999999998793342201729,0.6625h,True
10971478,2020-10-01,0x77a82866d0ef009de84b98c6d35fa23edffb8fbd,5.395e-14,1.9e-17,3.8e-17,1.33684e-14,0.0,7,5.395e-14,1.9e-17,18,0x0e94c0164a2b9877a30a7b40092fc22e2aee8fd1,Copenco,CNX,5.395e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,18,0x0e94c0164a2b9877a30a7b40092fc22e2aee8fd1,Copenco,CNX,5.395e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,1,3000,1601843415,2020-10-05 05:30:15,1,5,1,0,1150,270475,3,2,270475,burn,1601843415,2020-10-05 05:30:15,1.018692583556535929,1.9E-17,-0.9999999999999999813486420666,75.13194444444444h,True
11002693,2020-10-06,0x6c7cc6d4c2bb4f28dac672a7dcb57ea5ca1ba57a,5.2934e-14,1.9e-17,3.8e-17,1.30946e-14,0.0,7,5.2934e-14,1.9e-17,18,0x11b7c75c5bf21f5dfa8777c70847ca642888efde,GMT DeFi,GMT,5.2934e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x11b7c75c5bf21f5dfa8777c70847ca642888efde,GMT DeFi,GMT,5.2934e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,51.3,143743,1601994228,2020-10-06 23:23:48,1,5,1,0,32,137,2,3,137,burn,1601994228,2020-10-06 23:23:48,51.311644588599202418,1.9E-17,-0.9999999999999999996297136809,0.03805555555555556h,True
12725789,2021-06-29,0x58cc895bf82fcf2fd7aeec8f0e4bbb4370d6e3cc,1.8e-17,5.7627e-05,3.6e-17,7.64462e-14,0.0,7,5.7627e-05,1.8e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0xee132d5ab88de4e7b87ed14d60f6407ea06a6822, Nasty Ass  Token ,NASTYASS,5.7627e-05,7,9,0xee132d5ab88de4e7b87ed14d60f6407ea06a6822, Nasty Ass  Token ,NASTYASS,5.7627e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,3,10000000000000,1624929882,2021-06-29 10:24:42,1,5,1,0,855,3190,3,2,3190,burn,1624929882,2021-06-29 10:24:42,3.006259127579730516,1.8E-17,-0.9999999999999999940124921918,0.8861111111111111h,True
11539365,2020-12-28,0x2f6753c7506f64e4de2b8578fc996426e4403666,1.8e-17,5.863e-14,3.6e-17,2.52757e-14,0.0,7,5.863e-14,1.8e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xfba7702292624fda36de1df13ce316409d8d37b8,WhatsApp Token,WAT,5.863e-14,7,18,0xfba7702292624fda36de1df13ce316409d8d37b8,WhatsApp Token,WAT,5.863e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,58,200000,1609127427,2020-12-28 12:50:27,1,5,1,0,938,8640,3,2,8640,burn,1609127427,2020-12-28 12:50:27,58.093626906874371124,1.8E-17,-0.9999999999999999996901553413,2.4h,True
11370239,2020-12-02,0xce53b0a7a7b9e5298958db9f5a0585a5a5146929,3.6e-17,2.8175e-14,3.6e-17,6.57275e-14,0.0,7,2.8175e-14,3.6e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xf4cc89e310d8a9777e74496dceb616a489a4f236,Hombit,HBT,2.8175e-14,7,18,0xf4cc89e310d8a9777e74496dceb616a489a4f236,Hombit,HBT,2.8175e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.0638915347,36,1615290978,2021-03-09 20:56:18,3,3,1,18783,380727,8417297,1,2,8417297,burn,1615290978,2021-03-09 20:56:18,1.456163127728867076,3.6E-17,-0.9999999999999999752774951415,2338.1380555555556h,True
10987340,2020-10-04,0xd50354069f119dbfb67b08c96f6d8ca6e20b1198,5.8501e-14,1.8e-17,3.6e-17,1.25274e-14,0.0,7,5.8501e-14,1.8e-17,18,0x6003f3145f342b6e5e27148f2457fd8be2d6fd86,ramen farm,RAMEN,5.8501e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x6003f3145f342b6e5e27148f2457fd8be2d6fd86,ramen farm,RAMEN,5.8501e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,10,100000,1601801070,2020-10-04 17:44:30,1,5,1,0,589,13952,4,1,13952,burn,1601801070,2020-10-04 17:44:30,17.120351072494936013,1.8E-17,-0.9999999999999999989486196910,3.8755555555555556h,True
11025550,2020-10-10,0xcabd4f282daf722d2864e21cc8907e9d73548043,5.7736e-14,1.8e-17,3.6e-17,1.3495e-14,0.0,7,5.7736e-14,1.8e-17,18,0xbfc8fe4b59d8edeb6a21a42338e3c1026e71b96e,SwirgePay.com,SWG,5.7736e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xbfc8fe4b59d8edeb6a21a42338e3c1026e71b96e,SwirgePay.com,SWG,5.7736e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,12,40000,1602304804,2020-10-10 13:40:04,1,5,1,0,181,508,2,3,508,burn,1602304804,2020-10-10 13:40:04,12.010672413459103165,1.8E-17,-0.9999999999999999985013328663,0.1411111111111111h,True
11096474,2020-10-21,0x35a26567bb923540eea7e01cd5328882c665cb36,5.8971e-14,1.8e-17,3.6e-17,1.33305e-14,0.0,7,5.8971e-14,1.8e-17,18,0x1c5ae7e4998892ae9efa23f43297f8ff534615c0,FORE,FORE,5.8971e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x1c5ae7e4998892ae9efa23f43297f8ff534615c0,FORE,FORE,5.8971e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,2,10000,1603243350,2020-10-21 10:22:30,1,5,1,0,25,297,3,2,297,burn,1603243350,2020-10-21 10:22:30,2.406294242288356927,1.8E-17,-0.9999999999999999925196180568,0.0825h,True
11079923,2020-10-18,0x0f68c402f4c364a8699c73007f41b9fc1df3a439,2.875e-14,3.5e-17,3.5e-17,1.43714e-14,0.0,7,2.875e-14,3.5e-17,18,0xa09374c8799e2cdfa560bf11cb9a87383706084f,tolani,tola,2.875e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xa09374c8799e2cdfa560bf11cb9a87383706084f,tolani,tola,2.875e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.1,100,1603506586,2020-10-24 11:29:46,1,5,1,0,362,481871,3,2,481871,burn,1603506586,2020-10-24 11:29:46,0.110655822854952794,3.5E-17,-0.9999999999999996837039470948,133.85305555555556h,True
12637548,2021-06-15,0x0e76933c5f1c3f07fa75297ac541d9083871cffb,2.9315e-05,3.5e-17,3.5e-17,9.16144e-14,0.0,7,2.9315e-05,3.5e-17,9,0x1104b56933307b2e74b137410b4f20e9ef909ee3,metesting,METEST,2.9315e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0x1104b56933307b2e74b137410b4f20e9ef909ee3,metesting,METEST,2.9315e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1,1000000000000,1623740279,2021-06-15 15:57:59,2,4,1,138,207,445,2,2,445,burn,1623740279,2021-06-15 15:57:59,1.095938763766235186,3.5E-17,-0.9999999999999999680639090822,0.12361111111111112h,True
12637129,2021-06-15,0xf2fa0e7fb509583126ad4a286d9afca23c326c79,2.9109e-05,3.5e-17,3.5e-17,9.17196e-14,0.0,7,2.9109e-05,3.5e-17,9,0x414c63db589cf67bf59fdaad8efc5e9cf2c5b066,metesting,METEST,2.9109e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0x414c63db589cf67bf59fdaad8efc5e9cf2c5b066,metesting,METEST,2.9109e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1,1000000000000,1623735201,2021-06-15 14:33:21,1,5,1,0,211,919,4,1,919,burn,1623735201,2021-06-15 14:33:21,1.087766983650201485,3.5E-17,-0.9999999999999999678239912352,0.25527777777777777h,True
11054148,2020-10-14,0x3aa68ba4eae82716810313ca6edb242b8f084c7e,1.7e-17,6.1474e-14,3.4e-17,1.29342e-14,0.0,7,6.1474e-14,1.7e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xc48df6cacb95159d09ad10d31c8dd3f425692e7f,SWAG.Finance,SWAG,6.1474e-14,7,18,0xc48df6cacb95159d09ad10d31c8dd3f425692e7f,SWAG.Finance,SWAG,6.1474e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,150,580000,1602686894,2020-10-14 23:48:14,1,5,1,0,372,3376,4,1,3376,burn,1602686894,2020-10-14 23:48:14,151.741425962139423918,1.7E-17,-0.9999999999999999998879673109,0.9377777777777778h,True
11060152,2020-10-15,0x34e290c56b3de182127cf5e5865ccf3c4c53964c,2.9742e-14,3.4e-17,3.4e-17,1.4035e-14,0.0,7,2.9742e-14,3.4e-17,18,0x44d24cca11166fcce6e1c43181e76411653f0191,SwapHelper Token,SHT,2.9742e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x44d24cca11166fcce6e1c43181e76411653f0191,SwapHelper Token,SHT,2.9742e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,1,1000,1603556597,2020-10-25 01:23:17,1,5,1,0,159450,794219,2,3,794219,burn,1603556597,2020-10-25 01:23:17,1.066918679685529106,3.4E-17,-0.9999999999999999681325290790,220.61638888888888h,True
11029174,2020-10-10,0x7e1e7b8daa9c39b7d9a58f35499093c02b0f611b,5.997e-14,1.7e-17,3.4e-17,1.2707e-14,0.0,7,5.997e-14,1.7e-17,18,0x9f31e0a796b4899cde1edc162d65690bbb21190d,Generation of Yield,YGY,5.997e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x9f31e0a796b4899cde1edc162d65690bbb21190d,Generation of Yield,YGY,5.997e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,10,61373,1602359112,2020-10-11 04:45:12,1,5,1,0,450,6248,5,0,6248,burn,1602359112,2020-10-11 04:45:12,13.073474318628405231,1.7E-17,-0.9999999999999999986996570624,1.7355555555555555h,True
11090393,2020-10-20,0x469fdaff0b0c262eccb61ebb02cabddba14a17e1,5.9499e-14,1.7e-17,3.4e-17,1.27439e-14,0.0,7,5.9499e-14,1.7e-17,18,0x9af22d5cabad50cddd9eda32618636c37a3be5e1,鱼池YuChicoin,YC,5.9499e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x9af22d5cabad50cddd9eda32618636c37a3be5e1,鱼池YuChicoin,YC,5.9499e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,5,21000,1603181550,2020-10-20 17:12:30,1,5,1,0,1973,19089,3,2,19089,burn,1603181550,2020-10-20 17:12:30,5.449133403278979439,1.7E-17,-0.9999999999999999968802378760,5.3025h,True
11347108,2020-11-28,0x5d429cadbfaa5a3853c15d558a8dee6ac97355d4,5.9862e-14,1.7e-17,3.4e-17,1.75889e-14,0.0,7,5.9862e-14,1.7e-17,18,0x19df2f12e2c0ad6bdbc61b7898f452d2ef44d8b6,GruvCrypt,GRUV,5.9862e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x19df2f12e2c0ad6bdbc61b7898f452d2ef44d8b6,GruvCrypt,GRUV,5.9862e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,10,45000,1606568734,2020-11-28 22:05:34,1,5,1,0,190,593,4,1,593,burn,1606568734,2020-11-28 22:05:34,11.211176929481866534,1.7E-17,-0.9999999999999999984836560776,0.16472222222222221h,True
12637722,2021-06-15,0x19d0d5e968a61ff1e4585df7a604f88d46c1050e,3.3e-17,3.1439e-05,3.3e-17,8.615e-14,0.0,7,3.1439e-05,3.3e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0xd77a834dcc5bcb246c5c2d8f5e9c4ac7d6e363be,metesting,METEST,3.1439e-05,7,9,0xd77a834dcc5bcb246c5c2d8f5e9c4ac7d6e363be,metesting,METEST,3.1439e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1,1000000000000,1623742814,2021-06-15 16:40:14,1,5,1,0,246,577,3,2,577,burn,1623742814,2021-06-15 16:40:14,1.017896390904997709,3.3E-17,-0.9999999999999999675801974593,0.16027777777777777h,True
12680530,2021-06-21,0xe3f862c729872d9d42efd0a51673740439768007,3.3e-17,3.1437e-05,3.3e-17,6.32059e-14,0.0,7,3.1437e-05,3.3e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0xcfdb55318c93fd6731ec6e010ef2504d83db6274,DUNBUYME,DUNBUYME,3.1437e-05,7,9,0xcfdb55318c93fd6731ec6e010ef2504d83db6274,DUNBUYME,DUNBUYME,3.1437e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1,1000000000000,1624318087,2021-06-22 08:28:07,1,5,1,0,91,219,3,2,219,burn,1624318087,2021-06-22 08:28:07,1.020539790620472115,3.3E-17,-0.9999999999999999676641711540,0.060833333333333336h,True
11095933,2020-10-20,0x44688b1809c589f5df3bc33f1a0c1edf42abda8a,3.1147e-14,3.3e-17,3.3e-17,1.21465e-14,0.0,7,3.1147e-14,3.3e-17,18,0xb9c47e308aaed1b1eae23760a10fcfc9d529aeee,UP.finance,UP,3.1147e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xb9c47e308aaed1b1eae23760a10fcfc9d529aeee,UP.finance,UP,3.1147e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.367933,1000,1603235650,2020-10-21 08:14:10,1,5,1,0,26,156,3,2,156,burn,1603235650,2020-10-21 08:14:10,0.619804249956387039,3.3E-17,-0.9999999999999999467573834766,0.043333333333333335h,True
