createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.decimals,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.decimals,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.decimals,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount
10993245,2020-10-05,0x71e175b4123acf61b8d03c2dab16c8e90707ae68,3.8e-17,2.7382e-14,3.8e-17,1.33456e-14,0.0,7,2.7382e-14,3.8e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xd8492057e04f3318632c16511f99cf7e54d16dea,Xfinance v2,XFII,2.7382e-14,7,18,0xd8492057e04f3318632c16511f99cf7e54d16dea,Xfinance v2,XFII,2.7382e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
13439965,2021-10-18,0x7fc504ef6d9b4ec457a2284506cb097267183b06,2.6852e-05,3.8e-17,3.8e-17,1.47172e-13,0.0,7,2.6852e-05,3.8e-17,9,0x6d03695343c58736b3950d63f607817fba6956fd,InuYasha Inu,INUYASHAINU,2.6852e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,9,0x6d03695343c58736b3950d63f607817fba6956fd,InuYasha Inu,INUYASHAINU,2.6852e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839
10971478,2020-10-01,0x77a82866d0ef009de84b98c6d35fa23edffb8fbd,5.395e-14,1.9e-17,3.8e-17,1.33684e-14,0.0,7,5.395e-14,1.9e-17,18,0x0e94c0164a2b9877a30a7b40092fc22e2aee8fd1,Copenco,CNX,5.395e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,18,0x0e94c0164a2b9877a30a7b40092fc22e2aee8fd1,Copenco,CNX,5.395e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008
11002693,2020-10-06,0x6c7cc6d4c2bb4f28dac672a7dcb57ea5ca1ba57a,5.2934e-14,1.9e-17,3.8e-17,1.30946e-14,0.0,7,5.2934e-14,1.9e-17,18,0x11b7c75c5bf21f5dfa8777c70847ca642888efde,GMT DeFi,GMT,5.2934e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x11b7c75c5bf21f5dfa8777c70847ca642888efde,GMT DeFi,GMT,5.2934e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
12725789,2021-06-29,0x58cc895bf82fcf2fd7aeec8f0e4bbb4370d6e3cc,1.8e-17,5.7627e-05,3.6e-17,7.64462e-14,0.0,7,5.7627e-05,1.8e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0xee132d5ab88de4e7b87ed14d60f6407ea06a6822, Nasty Ass  Token ,NASTYASS,5.7627e-05,7,9,0xee132d5ab88de4e7b87ed14d60f6407ea06a6822, Nasty Ass  Token ,NASTYASS,5.7627e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885
11539365,2020-12-28,0x2f6753c7506f64e4de2b8578fc996426e4403666,1.8e-17,5.863e-14,3.6e-17,2.52757e-14,0.0,7,5.863e-14,1.8e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xfba7702292624fda36de1df13ce316409d8d37b8,WhatsApp Token,WAT,5.863e-14,7,18,0xfba7702292624fda36de1df13ce316409d8d37b8,WhatsApp Token,WAT,5.863e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11370239,2020-12-02,0xce53b0a7a7b9e5298958db9f5a0585a5a5146929,3.6e-17,2.8175e-14,3.6e-17,6.57275e-14,0.0,7,2.8175e-14,3.6e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xf4cc89e310d8a9777e74496dceb616a489a4f236,Hombit,HBT,2.8175e-14,7,18,0xf4cc89e310d8a9777e74496dceb616a489a4f236,Hombit,HBT,2.8175e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
10987340,2020-10-04,0xd50354069f119dbfb67b08c96f6d8ca6e20b1198,5.8501e-14,1.8e-17,3.6e-17,1.25274e-14,0.0,7,5.8501e-14,1.8e-17,18,0x6003f3145f342b6e5e27148f2457fd8be2d6fd86,ramen farm,RAMEN,5.8501e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x6003f3145f342b6e5e27148f2457fd8be2d6fd86,ramen farm,RAMEN,5.8501e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11025550,2020-10-10,0xcabd4f282daf722d2864e21cc8907e9d73548043,5.7736e-14,1.8e-17,3.6e-17,1.3495e-14,0.0,7,5.7736e-14,1.8e-17,18,0xbfc8fe4b59d8edeb6a21a42338e3c1026e71b96e,SwirgePay.com,SWG,5.7736e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xbfc8fe4b59d8edeb6a21a42338e3c1026e71b96e,SwirgePay.com,SWG,5.7736e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11096474,2020-10-21,0x35a26567bb923540eea7e01cd5328882c665cb36,5.8971e-14,1.8e-17,3.6e-17,1.33305e-14,0.0,7,5.8971e-14,1.8e-17,18,0x1c5ae7e4998892ae9efa23f43297f8ff534615c0,FORE,FORE,5.8971e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x1c5ae7e4998892ae9efa23f43297f8ff534615c0,FORE,FORE,5.8971e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11079923,2020-10-18,0x0f68c402f4c364a8699c73007f41b9fc1df3a439,2.875e-14,3.5e-17,3.5e-17,1.43714e-14,0.0,7,2.875e-14,3.5e-17,18,0xa09374c8799e2cdfa560bf11cb9a87383706084f,tolani,tola,2.875e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xa09374c8799e2cdfa560bf11cb9a87383706084f,tolani,tola,2.875e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
12637548,2021-06-15,0x0e76933c5f1c3f07fa75297ac541d9083871cffb,2.9315e-05,3.5e-17,3.5e-17,9.16144e-14,0.0,7,2.9315e-05,3.5e-17,9,0x1104b56933307b2e74b137410b4f20e9ef909ee3,metesting,METEST,2.9315e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0x1104b56933307b2e74b137410b4f20e9ef909ee3,metesting,METEST,2.9315e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885
12637129,2021-06-15,0xf2fa0e7fb509583126ad4a286d9afca23c326c79,2.9109e-05,3.5e-17,3.5e-17,9.17196e-14,0.0,7,2.9109e-05,3.5e-17,9,0x414c63db589cf67bf59fdaad8efc5e9cf2c5b066,metesting,METEST,2.9109e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0x414c63db589cf67bf59fdaad8efc5e9cf2c5b066,metesting,METEST,2.9109e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885
11054148,2020-10-14,0x3aa68ba4eae82716810313ca6edb242b8f084c7e,1.7e-17,6.1474e-14,3.4e-17,1.29342e-14,0.0,7,6.1474e-14,1.7e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xc48df6cacb95159d09ad10d31c8dd3f425692e7f,SWAG.Finance,SWAG,6.1474e-14,7,18,0xc48df6cacb95159d09ad10d31c8dd3f425692e7f,SWAG.Finance,SWAG,6.1474e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11060152,2020-10-15,0x34e290c56b3de182127cf5e5865ccf3c4c53964c,2.9742e-14,3.4e-17,3.4e-17,1.4035e-14,0.0,7,2.9742e-14,3.4e-17,18,0x44d24cca11166fcce6e1c43181e76411653f0191,SwapHelper Token,SHT,2.9742e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x44d24cca11166fcce6e1c43181e76411653f0191,SwapHelper Token,SHT,2.9742e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11029174,2020-10-10,0x7e1e7b8daa9c39b7d9a58f35499093c02b0f611b,5.997e-14,1.7e-17,3.4e-17,1.2707e-14,0.0,7,5.997e-14,1.7e-17,18,0x9f31e0a796b4899cde1edc162d65690bbb21190d,Generation of Yield,YGY,5.997e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x9f31e0a796b4899cde1edc162d65690bbb21190d,Generation of Yield,YGY,5.997e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11090393,2020-10-20,0x469fdaff0b0c262eccb61ebb02cabddba14a17e1,5.9499e-14,1.7e-17,3.4e-17,1.27439e-14,0.0,7,5.9499e-14,1.7e-17,18,0x9af22d5cabad50cddd9eda32618636c37a3be5e1,鱼池YuChicoin,YC,5.9499e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x9af22d5cabad50cddd9eda32618636c37a3be5e1,鱼池YuChicoin,YC,5.9499e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11347108,2020-11-28,0x5d429cadbfaa5a3853c15d558a8dee6ac97355d4,5.9862e-14,1.7e-17,3.4e-17,1.75889e-14,0.0,7,5.9862e-14,1.7e-17,18,0x19df2f12e2c0ad6bdbc61b7898f452d2ef44d8b6,GruvCrypt,GRUV,5.9862e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x19df2f12e2c0ad6bdbc61b7898f452d2ef44d8b6,GruvCrypt,GRUV,5.9862e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12637722,2021-06-15,0x19d0d5e968a61ff1e4585df7a604f88d46c1050e,3.3e-17,3.1439e-05,3.3e-17,8.615e-14,0.0,7,3.1439e-05,3.3e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0xd77a834dcc5bcb246c5c2d8f5e9c4ac7d6e363be,metesting,METEST,3.1439e-05,7,9,0xd77a834dcc5bcb246c5c2d8f5e9c4ac7d6e363be,metesting,METEST,3.1439e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885
12680530,2021-06-21,0xe3f862c729872d9d42efd0a51673740439768007,3.3e-17,3.1437e-05,3.3e-17,6.32059e-14,0.0,7,3.1437e-05,3.3e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0xcfdb55318c93fd6731ec6e010ef2504d83db6274,DUNBUYME,DUNBUYME,3.1437e-05,7,9,0xcfdb55318c93fd6731ec6e010ef2504d83db6274,DUNBUYME,DUNBUYME,3.1437e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885
11095933,2020-10-20,0x44688b1809c589f5df3bc33f1a0c1edf42abda8a,3.1147e-14,3.3e-17,3.3e-17,1.21465e-14,0.0,7,3.1147e-14,3.3e-17,18,0xb9c47e308aaed1b1eae23760a10fcfc9d529aeee,UP.finance,UP,3.1147e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xb9c47e308aaed1b1eae23760a10fcfc9d529aeee,UP.finance,UP,3.1147e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12637597,2021-06-15,0x857291a195e3ed4db61448ec740dc9343886d612,3.1728e-05,3.2e-17,3.2e-17,8.3454e-14,0.0,7,3.1728e-05,3.2e-17,9,0x05b35a9f7f17ee82d8d7a6b5a3b74c3ae1a9973a,metesting,METEST,3.1728e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0x05b35a9f7f17ee82d8d7a6b5a3b74c3ae1a9973a,metesting,METEST,3.1728e-05,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885
11015380,2020-10-08,0xe9beb94372754862e3d036714ad0a07082142653,6.6084e-14,1.6e-17,3.2e-17,1.09825e-14,0.0,7,6.6084e-14,1.6e-17,18,0x3f64290004f7f67d8a2e041f3de0c733146abc90,$SIDEBOOB,SBOOB,6.6084e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x3f64290004f7f67d8a2e041f3de0c733146abc90,$SIDEBOOB,SBOOB,6.6084e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11339856,2020-11-27,0x03296fd24a0ec2b5f0c055a25de4ba77a9d13c85,6.3237e-14,1.6e-17,3.2e-17,1.62206e-14,0.0,7,6.3237e-14,1.6e-17,18,0x7b88aa4a2ce6839c2201fe4c34be948e2d05701a,pandahero.finance,PDH,6.3237e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x7b88aa4a2ce6839c2201fe4c34be948e2d05701a,pandahero.finance,PDH,6.3237e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12613594,2021-06-11,0x1a0f96a0267351385b0757953401b030d2a42160,6.5975e-14,1.6e-17,3.2e-17,7.90751e-14,0.0,7,6.5975e-14,1.6e-17,18,0x992bbffb51f7c671951c00494d2e40b810113c78,RobinhoodSwap,RBH,6.5975e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,18,0x992bbffb51f7c671951c00494d2e40b810113c78,RobinhoodSwap,RBH,6.5975e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
11341177,2020-11-27,0xa6e3cd1682934744ef450ce0f102f1aa7645adaf,1.5e-17,7.0923e-14,3e-17,1.54767e-14,0.0,7,7.0923e-14,1.5e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xda3c658f5743831febbe551722980c74e45fbabd,token.kira.network,KEX,7.0923e-14,7,18,0xda3c658f5743831febbe551722980c74e45fbabd,token.kira.network,KEX,7.0923e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11277621,2020-11-17,0x76904fae6644dc7c7a91ffb609d9391ae0e58a80,1.5e-17,7.0711e-14,3e-17,1.44676e-14,0.0,7,7.0711e-14,1.5e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xf2523c84d37fff6ad37fa76fa428cef2e5606c2b,PUNCH Token,PUNCH,7.0711e-14,7,18,0xf2523c84d37fff6ad37fa76fa428cef2e5606c2b,PUNCH Token,PUNCH,7.0711e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11007981,2020-10-07,0x46670d4d8fdff3d2d7c3d8f5e90a5eb45fb31f40,6.9997e-14,1.5e-17,3e-17,1.01229e-14,0.0,7,6.9997e-14,1.5e-17,18,0xa02a5eb7d3e5b3cc3e3cf472a13da0503535e758,HYVE.works,HYVE,6.9997e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xa02a5eb7d3e5b3cc3e3cf472a13da0503535e758,HYVE.works,HYVE,6.9997e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11052502,2020-10-14,0x376010f7d555358c88188c4797f0f781d933af02,7.0711e-14,1.5e-17,3e-17,1.14267e-14,0.0,7,7.0711e-14,1.5e-17,18,0x126a427596ab9f74f188b453a2f514344a0d04bd,Aurora.finance,ARF,7.0711e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x126a427596ab9f74f188b453a2f514344a0d04bd,Aurora.finance,ARF,7.0711e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11068847,2020-10-16,0xb254933c09f6441b1616d76c0820459d83f2fc9b,7.0711e-14,1.5e-17,3e-17,1.09391e-14,0.0,7,7.0711e-14,1.5e-17,18,0xb8f5e163d0ed8ade027878d0107a48f9bece99fb,HYVE.works,HYVE,7.0711e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xb8f5e163d0ed8ade027878d0107a48f9bece99fb,HYVE.works,HYVE,7.0711e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11102344,2020-10-21,0xbb22fdae21d9db4736dbe1a78feac9b11561b1cd,7.0704e-14,1.5e-17,3e-17,1.17431e-14,0.0,7,7.0704e-14,1.5e-17,18,0x03e72da40dd355f21a2c3b09bbd43b765d2d68b0,HYVE.works,HYVE,7.0704e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x03e72da40dd355f21a2c3b09bbd43b765d2d68b0,HYVE.works,HYVE,7.0704e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11114776,2020-10-23,0xfb0feca0ddcc7217d8e154395f8a11a4f1a0d0af,7.0703e-14,1.5e-17,3e-17,1.22221e-14,0.0,7,7.0703e-14,1.5e-17,18,0x764caf41bbb36e01f3dd9500fb8556d2343cb895,PlasmaPay,PPAY,7.0703e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,18,0x764caf41bbb36e01f3dd9500fb8556d2343cb895,PlasmaPay,PPAY,7.0703e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008
