createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_ratio,swap_ratio,burn_ratio,swap_rate,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,initial_supply,receiver_list,current_token_total_supply
11190729,2020-11-04,0xa1a735aab27938349833412447798592372ef8b9,9.48e-14,1.1e-17,2.2e-17,0x81121d41abdd69e0241e5d9be87b78e032e27ad7,Keep7r Killer,KPRK,9.48e-14,18,15,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,8.3,78231.0,1604494177,2020-11-04 12:49,1,13,1,0,126,324,8,5,324,burn,1604494177,2020-11-04 12:49,8.527888573,1.1e-17,-1.0,0.09h,True,1604494177,0.071428571,0.928571429,0.0,1.333333333,805.802271,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,100.0,0.0,78231.0,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,
11190796,2020-11-04,0xed52e05604e44320f498ea4638f4930818fc7598,8.35e-14,1.3e-17,2.6e-17,0xadef407050264beda3075e62d59d3111d9a2852f,Trident XO,TTiX,8.35e-14,18,12,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,8.5,72573.0,1604494986,2020-11-04 13:03,1,10,1,0,91,234,9,1,234,burn,1604494986,2020-11-04 13:03,9.430061083,1.3e-17,-1.0,0.065h,True,1604494986,0.090909091,0.909090909,0.0,4.5,785.4110389,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,100.0,0.0,72573.0,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,
11190936,2020-11-04,0xb9828429304944dcbc93f1b11d28f6db55a0f1be,1.2e-17,8.85e-14,2.4e-17,0xcfe12a2143af5343519bf9b44b842617b932a0b3,Private Formulation,PFON,8.85e-14,18,8,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,9.8,77778.0,1604496945,2020-11-04 22:35,1,6,1,0,35,393,3,3,393,burn,1604496945,2020-11-04 22:35,9.867027238,1.2e-17,-1.0,0.10916666666666666h,True,1604496945,0.142857143,0.857142857,0.0,0.75,873.0546375,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,100.0,0.0,77778.0,0x5bc9fc1a4db2fc945e2c873c6230af7ccfbbfb4a,
11112459,2020-10-23,0xf41b1ca1f8e72b0960cc14384368690c5833f0b0,9e-18,1.22e-13,1.8e-17,0xfe310192c16243835531f4053e57113b609b7c25,Game of Presidents,GOP,1.22e-13,18,16,0x048651531757ec69d4276af8d54379bec283573b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,142.0,2130000.0,1603459217,2020-10-23 13:20,1,14,1,0,622,3989,13,1,3989,burn,1603459217,2020-10-23 13:20,143.0934316,9e-18,-1.0,1.1080555555555556h,True,1603459217,0.066666667,0.933333333,0.0,6.5,17391.37717,0x5bc5d4396bb940a7be387eb6eecedc6958266efc,100.0,0.0,10000000.0,0x048651531757ec69d4276af8d54379bec283573b,10000000.0
11136736,2020-10-27,0x4d0bb31f7fea458493ce83a3d97b29b4e16df265,1.14e-13,1e-17,1e-17,0x06a648de96de974512d8ffdc2bfaf5238ad2ce8b,The Republican Party,REPUB,1.14e-13,18,69,0x0de7200a04432eacf22dcbc70b4a793c782c7cbe,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.5,196.5,1630462073,2021-09-01 2:07,16,50,3,2016115,1627291,18458155,41,9,26684906,burn,1629996236,2021-08-26 16:43,0.087318239,9e-18,-1.0,7283.074722222223h,True,1629996236,0.227272727,0.757575758,0.015151515,4.1,9.912113801,0x5bc0b661620d510495753fe1be656c855897299e,100.0,0.0,361000000.0,0x0de7200a04432eacf22dcbc70b4a793c782c7cbe,361000000.0
11500968,2020-12-22,0xd0acc693cf52a4cce76dae862d430d202abf2e0e,1.51e-12,1e-18,2e-18,0xaec458cd926932c06fc515cc429a2efa636d3145,Tokenlon Utility Token,LON,1.51e-12,18,15,0x5bbb7b0dcf93a7335e914b5386936ab0ae10a498,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,8.0,15000000.0,1608616344,2020-12-22 5:52,1,13,1,0,2670,6702,6,7,6702,burn,1608616344,2020-12-22 5:52,7.282408385,1e-18,-1.0,1.8616666666666666h,True,1608616344,0.071428571,0.928571429,0.0,0.75,10954.45115,0x5bbb7b0dcf93a7335e914b5386936ab0ae10a498,100.0,0.0,200000000.0,0x5bbb7b0dcf93a7335e914b5386936ab0ae10a498,200000000.0
12983660,2021-08-08,0xf797203d6053bd1ece9f4b43e9aab2bc8d76781c,2289953229.0,4.643209879,9.286419758,0x8e9c3b0e535d261f5e9a1eda43ee4836ca20795a,CRCL Token,CRCL,2289953229.0,18,56,0x5bbb643ff1264d429acbc7a93fae21de6e60dc0b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.59,6630000000.0,1636546715,2021-11-10 12:18,1,55,0,0,794439,0,43,12,8130926,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636546715,0.018181818,0.981818182,0.0,3.230769231,102672.7812,0x5bbb643ff1264d429acbc7a93fae21de6e60dc0b,100.0,0.0,7800000000.0,0x5bbb643ff1264d429acbc7a93fae21de6e60dc0b,
13572875,2021-11-08,0x45a7af9a6ec39afe3423d8505f249d20946f18d7,1.98e-05,5.1e-17,1.02e-16,0x9da0c387f2b5b98419c25a0f0b6311f4d4544b04,Cephus,CEPHUS,1.98e-05,9,7,0x5bbaf4bdfba9a2b28ceb95e1b5c9b2796d2d7213,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.0,1000000000000.0,1636438018,2021-11-09 15:06,1,5,1,0,3022,103376,5,0,103376,burn,1636438018,2021-11-09 15:06,2.261,5.1e-17,-1.0,28.715555555555557h,True,1636438018,0.166666667,0.833333333,0.0,5.0,44.72135955,0x5bbaf4bdfba9a2b28ceb95e1b5c9b2796d2d7213,100.0,0.0,1000000000000.0,0x5bbaf4bdfba9a2b28ceb95e1b5c9b2796d2d7213,
13606734,2021-11-13,0xb7a89854c46c97fe91b80b3143b0c345aede2d44,7.22e-09,1e-09,1.44e-08,0xe30751dd258fa908197976e1ed58eae235e6d68b,SHIBOHM,SHIBOHM,1e-09,9,9,0x5bba1546018b80ad93375a41062216184108f677,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,3.0,0.0001,1636843351,2021-11-14 7:42,1,7,1,0,245,49347,5,2,49347,burn,1636843351,2021-11-14 7:42,3.954565165,7.22e-09,-0.999999998,13.7075h,True,1636843351,0.125,0.875,0.0,1.666666667,5.48e-07,0x5bba1546018b80ad93375a41062216184108f677,100.0,0.0,0.0001,0x5bba1546018b80ad93375a41062216184108f677,
12955640,2021-08-04,0xb0226280f87aa372baece7f944f823c37e504244,1e-18,0.004241551,2e-18,0xe9bff0dbd5a42f9c1d987f4165d4f6ea3965b154,DaddyStarl Token,DSTARL,0.004241551,9,12,0x5bb9ab7019f89c894374d3f654ee1743d7a4a0f8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,2.0,5.4e+16,1628089992,2021-08-04 15:13,1,10,1,0,575,51555,7,3,51555,burn,1628089992,2021-08-04 15:13,2.486659532,1e-18,-1.0,14.320833333333333h,True,1628089992,0.090909091,0.909090909,0.0,1.75,10397.09436,0x5bb9ab7019f89c894374d3f654ee1743d7a4a0f8,100.0,0.0,1e+17,0x5bb9ab7019f89c894374d3f654ee1743d7a4a0f8,5000000000000.0
11219547,2020-11-08,0x97246cfee00c5c6a3698c82e38deea3a2377b830,7.87e-15,1.28e-16,2.56e-16,0x33ae166c98188c21e714111abb13403d25bc2782,Nar Token,NAR,7.87e-15,18,14,0xbd04b2870f6f14c7527d7a371e93e0c183e68dd3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,73.0,6030.0,1604903572,2020-11-09 6:32,1,12,1,0,979,28416,9,3,28416,burn,1604903572,2020-11-09 6:32,84.31628926,1.28e-16,-1.0,7.8933333333333335h,True,1604903572,0.076923077,0.923076923,0.0,2.25,663.4681605,0x5bb4e409fa0a115cba7ddb402ad2033a85e9420a,100.0,0.0,502276.0,0x5bb4e409fa0a115cba7ddb402ad2033a85e9420a,502276.0
11223687,2020-11-09,0x50b782c849630ab916c68d85d43431f7b54d2c1e,2.6e-17,3.88e-14,5.2e-17,0xfee414c0a0452522ac7b75a91f33458b0d9abfce,t.me/themillionairetoken,TMIT,3.88e-14,18,6,0x5bb106937627ea79fa614405c0e9ca5f16c539b9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,21.0,50000.0,1604930669,2020-11-09 23:04,1,4,1,0,256,650,4,0,650,burn,1604930669,2020-11-09 23:04,26.45,2.6e-17,-1.0,0.18055555555555555h,True,1604930669,0.2,0.8,0.0,4.0,1024.695077,0x5bb106937627ea79fa614405c0e9ca5f16c539b9,100.0,0.0,1000000.0,0x5bb106937627ea79fa614405c0e9ca5f16c539b9,
12205028,2021-04-09,0x9da3b99210496ef7b76264392409c04a24caddc7,1.2e-17,20.0001,1.2e-17,0xe530441f4f73bdb6dc2fa5af7c3fc5fd551ec838,GSENetwork,GSE,20.0001,4,9,0xaefb0ec922dee45739ac2a4edf358f70e1272d79,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,0.55,9346971.583,1625792195,2021-07-09 9:56,2,5,2,127830,1569267,867978,2,3,7829065,burn,1618218625,2021-04-12 18:10,0.499587529,2.2e-12,-1.0,70.97083333333333h,True,1618218625,0.2,0.8,0.0,0.666666667,0.000226734,0x5bafd450c02143142be9aef450ee36a1832b9f4d,100.0,0.0,100000000000.0,0xaefb0ec922dee45739ac2a4edf358f70e1272d79,100000000000.0
13278885,2021-09-23,0x46104493ab5f092d016364472b326d172b2cbef3,300000000000.0,0.004080463,0.008160926,0x3eb827b067a844dd7230cfaf4a71ff717ba18aaa,Fury Road Survivor,FRS,300000000000.0,9,58,0x5babb2ed1e1452824f82605b9213b586f95ae7d7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,8.1,149894631.2,1632382028,2021-09-23 7:27,1,57,0,0,2093,0,40,17,23807,swap,1632382028,2021-09-23 7:27,19.77840771,0.004080463,-0.999793691,6.6130555555555555h,True,1632382028,0.01754386,0.98245614,0.0,2.352941176,1.101883167,0x5babb2ed1e1452824f82605b9213b586f95ae7d7,100.0,0.0,300000000.0,0x5babb2ed1e1452824f82605b9213b586f95ae7d7,300000000.0
12605601,2021-06-10,0x7ce716e7cb260423f655261cca30914978201b05,18100000000000.0,0.612465217,0.612465217,0x6cc3e5f6f8909d0b45a97c13366321b2029af8f0,Supreme Inu,SUPRINU,18100000000000.0,18,30,0x5ba2933402c9ddcb78a3b7129de509dcdc7f3d0f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,22.0,500000000000.0,1623357877,2021-06-10 20:44,1,29,0,0,23420,0,28,1,45628,swap,1623344722,2021-06-10 17:05,23.75016522,0.002165217,-0.999908834,9.020277777777778h,True,1623344722,0.041666667,0.958333333,0.0,23.0,3316624.79,0x5ba2933402c9ddcb78a3b7129de509dcdc7f3d0f,100.0,0.0,1000000000000.0,0x5ba2933402c9ddcb78a3b7129de509dcdc7f3d0f,
13323109,2021-09-29,0x40df4eb23d23bb7af5c6bb7bc9a185913d97e7b9,541000000000.0,2.432310019,4.864620038,0x689591f8e8d4a54425a8311d0b0da3bf8e9cf0c0,Squid Game Token,SQUID,541000000000.0,9,328,0x5b98a9ce4979ebcea3e6031267f3c32afabece5a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,1.7,738000000000.0,1636020947,2021-11-04 10:15,1,327,0,0,73525,0,149,178,3068298,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636020947,0.003058104,0.996941896,0.0,0.826815642,35.42273281,0x5b98a9ce4979ebcea3e6031267f3c32afabece5a,100.0,0.0,1000000000000.0,0x5b98a9ce4979ebcea3e6031267f3c32afabece5a,1000000000000.0
12418849,2021-05-12,0x1da99a3f5aa7240ef5d7e14a2601e4fa83638e11,7.24e-10,1e-18,1e-18,0xbfac2bfe9ad4051bee65608e9b1ceb47f981c714,Family Shiba,FASHIB,7.24e-10,18,14,0x5b97ca0025836638a3fe6541939381ef48bd548e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,0.6,350000000000.0,1620816872,2021-05-12 10:54,1,12,1,0,903,4559,7,5,4559,burn,1620816872,2021-05-12 10:54,0.63791022,1e-18,-1.0,1.2663888888888888h,True,1620816872,0.076923077,0.923076923,0.0,1.166666667,458257.5695,0x5b97ca0025836638a3fe6541939381ef48bd548e,100.0,0.0,1000000000000.0,0x5b97ca0025836638a3fe6541939381ef48bd548e,1000000000000.0
12616705,2021-06-12,0x84fdb3ee765becd9319b99299042ddc7ddf46fed,1.0,2.59e-12,5.17e-12,0x65c8890f04848d247bc6ee83862df9d06f5afee1,Zebra Inu,ZEBRA INU,1.0,0,26,0x5b938a8b3236ccc0bf00972ec1c6890e66b116e9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,1.65,500000000000.0,1623461467,2021-06-12 1:31,1,24,1,0,313,1006,18,6,1006,burn,1623461467,2021-06-12 1:31,2.348815653,2.59e-12,-1.0,0.27944444444444444h,True,1623461467,0.04,0.96,0.0,2.571428571,0.000908295,0x5b938a8b3236ccc0bf00972ec1c6890e66b116e9,100.0,0.0,1000000000000.0,0x5b938a8b3236ccc0bf00972ec1c6890e66b116e9,
12631004,2021-06-14,0x9b62ecb575f6737f9c2cce18dd51927a96e71711,1.46e-05,7.1e-17,1.42e-16,0x4679ea96f15a4742274dc72e1a58e01af333d302,Mars Official | https://t.me/marsproject1,MARS,1.46e-05,9,9,0x5901fe0301ba9566227bd3741ca88d87763b9e48,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,2.0,454000000000.0,1623700133,2021-06-15 4:48,1,7,1,0,2500,47222,6,1,47222,burn,1623700133,2021-06-15 4:48,2.111492254,7.1e-17,-1.0,13.117222222222223h,True,1623700133,0.125,0.875,0.0,3.0,30.13419086,0x5b938a8b3236ccc0bf00972ec1c6890e66b116e9,100.0,0.0,1000000000000.0,0x5901fe0301ba9566227bd3741ca88d87763b9e48,150000000.0
12757385,2021-07-03,0x36aef4179cc44a02e59c4a16b48698543f696761,8.36e+18,0.000648086,0.001296172,0x9229d0f41afb0012c7dfae46242c6bd6a106432c,https://www.soundinu.io,SoundInu,8.36e+18,9,15,0x5b8ba965bdcc03fa01317a2a935eafed49cf7109,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,6.0,900000000000000.0,1625373489,2021-07-04 4:38,1,14,0,0,5480,0,9,5,21232,swap,1625373489,2021-07-04 4:38,6.11580358,0.000648086,-0.999894031,5.897777777777778h,True,1625373489,0.071428571,0.928571429,0.0,1.8,2323.790008,0x5b8ba965bdcc03fa01317a2a935eafed49cf7109,100.0,0.0,1000000000000000.0,0x5b8ba965bdcc03fa01317a2a935eafed49cf7109,100000000000000.0
11141974,2020-10-28,0xa7592143ec917db3c6a89d18ad64c1c8f77cb6b7,3e-18,3.36e-13,6e-18,0xd79686c28ab5664447c1bb1e32341bb786b6d54c,Anti VOX,anti-VOX,3.36e-13,18,11,0x5b8aed6d5b90b751f3b08b1d289e29225b0a8772,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,2.0,400000.0,1603849021,2020-10-28 10:37,1,9,1,0,737,2456,7,2,2456,burn,1603849021,2020-10-28 10:37,2.664862651,3e-18,-1.0,0.6822222222222222h,True,1603849021,0.1,0.9,0.0,2.333333333,894.427191,0x5b8aed6d5b90b751f3b08b1d289e29225b0a8772,100.0,0.0,4400000.0,0x5b8aed6d5b90b751f3b08b1d289e29225b0a8772,
13045045,2021-08-17,0x624a42aaa3b24385e9d90fef9cba67ae77b51c95,89948399659.0,2.2e-06,2.2e-06,0x417e1a6393596f2a4eb3ad667ca2fbe57802575d,CHAIN FURY | t.me/ChainFury,CHAIN,89948399659.0,18,37,0x5b8a27fd2bf37413ef11dc12a0c33ce24bcf8513,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,6.5,30000.0,1629545669,2021-08-21 11:34,1,36,0,0,11968,0,26,10,311841,swap,1629272255,2021-08-18 7:37,11.53158565,1.98e-06,-0.999999828,10.674166666666666h,True,1629272255,0.028571429,0.971428571,0.0,2.5,441.5880433,0x5b8a27fd2bf37413ef11dc12a0c33ce24bcf8513,100.0,0.0,80000.0,0x5b8a27fd2bf37413ef11dc12a0c33ce24bcf8513,80000.0
