createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_ratio,swap_ratio,burn_ratio,swap_rate,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,initial_supply,receiver_list,current_token_total_supply
12067345,2021-03-19,0x692bcd654d0897dfd3a7f93f7638b7746e76dda9,1.71e-13,6e-18,1.2e-17,0x35508f7dced225a6258a7315ec7aed8f2c056c28,Cere Network Token,CERE,1.71e-13,18,42,0x236a397bedb668c3fd72a639eae25df3b2466965,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,250.0,4500000.0,1616304810,2021-03-21 5:33,2,38,2,46926,37617,132937,37,1,172435,burn,1616225815,2021-03-20 7:36,281.8131984,1.000198416,-0.996450846,25.955555555555556h,True,1616225815,0.038461538,0.961538462,0.0,25.0,33541.01966,0x236a397bedb668c3fd72a639eae25df3b2466965,100.0,0.0,100000000.0,0x236a397bedb668c3fd72a639eae25df3b2466965,100000000.0
12852369,2021-07-18,0x1bf9e81b12eb65cf34bf8cbf9e5531623dd55f80,1.08e-10,1e-18,2e-18,0x837a99efa5dfd28b14819d645875fcbb81b79d46,Million Token,MIToken,1.08e-10,18,53,0x2368ddf0ae67dec96c0f05b0ec1d9a6cac520696,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,20.0,700000000000.0,1626642072,2021-07-18 21:01,1,51,1,0,1741,6945,44,7,6945,burn,1626642072,2021-07-18 21:01,34.59573211,1e-18,-1.0,1.9291666666666667h,True,1626642072,0.019230769,0.980769231,0.0,5.5,3741657.387,0x2368ddf0ae67dec96c0f05b0ec1d9a6cac520696,100.0,0.0,1000000000000.0,0x2368ddf0ae67dec96c0f05b0ec1d9a6cac520696,1000000000000000.0
11355693,2020-11-29,0x19d45905f4844ac6b50045a088fe9197b010a3af,4249.0,0.002944503,0.002944503,0x16b72a682edbb67ae25bb98e5517769fe78cadca,Mario Valente Hourly,MVH,4249.0,0,6,0x23687c3434d617392ef8780905d7385f0b171c7f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.25,1.0,1607647343,2020-12-11 9:42,3,2,1,1301,530704,1227,2,0,966455,burn,1606682115,2020-11-30 5:35,0.5,5e-07,-0.999999,0.3408333333333333h,True,1606682115,1.0,0.0,0.0,0.0,1e-09,0x23687c3434d617392ef8780905d7385f0b171c7f,100.0,0.0,8000.0,0x23687c3434d617392ef8780905d7385f0b171c7f,
12604814,2021-06-10,0x441a2cf95ecd5d5c93adfdabd78c79411ce23642,0.00014,7.55e-14,1.51e-13,0x4f9f8d154a64c66c2aa46de19b1377d7d19de51a,Wolf Inu,WOLFINU,0.00014,5,35,0x2360efab70f0a2b32aefe83c2d0381e1ffbbb3f8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,10.0,25000000000.0,1623355930,2021-06-10 20:12,1,33,1,0,9837,53759,12,21,53759,burn,1623355930,2021-06-10 20:12,11.93642326,7.55e-14,-1.0,14.933055555555555h,True,1623355930,0.029411765,0.970588235,0.0,0.545454545,0.158113883,0x2360efab70f0a2b32aefe83c2d0381e1ffbbb3f8,100.0,0.0,50000000000.0,0x2360efab70f0a2b32aefe83c2d0381e1ffbbb3f8,100000000.0
12538074,2021-05-30,0x9316023ee21f07ce16ce62995f60c00cab857427,304665383.0,8.78e-15,8.78e-15,0x15f3f7cc07ae81c93001fae8140d6f309e2b1aba,STAR TREK INU,TREKINU,304665570.7,9,2481,0x235ff2f34e31cd7161f26d9989fd229af5613893,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,4.0,4.95e+16,1625002248,2021-06-29 21:30,3,2472,3,85683,55332,570185,1523,949,2592755,burn,1623183103,2021-06-08 20:11,10.87033337,0.001411617,-0.99987014,214.89166666666668h,True,1623183103,0.001217532,0.998376623,0.000405844,1.615302869,14070.52941,0x235ff2f34e31cd7161f26d9989fd229af5613893,50.0,49.98701405,1e+17,0x235ff2f34e31cd7161f26d9989fd229af5613893,7010000000000000.0
11768235,2021-02-01,0xc4d73ac93915e6d3b53de07b3280d6d4077f0722,8.281678715,0.000341523,0.000683046,0xbea368a03630489e0888972f95a4de5cd7583b69,maps.me,MAPS,8.281678715,18,125,0x235d9d7c43b01f5d63e9da0a790f353176a7fcf8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,300.0,50000000.0,1612245896,2021-02-02 6:04,2,120,3,3419,26744,76630,83,37,91670,burn,1612245896,2021-02-02 6:04,603.1283595,0.000341523,-0.999999434,25.46388888888889h,True,1612245896,0.016129032,0.967741935,0.016129032,2.184210526,93769.52922,0x235d9d7c43b01f5d63e9da0a790f353176a7fcf8,50.0,49.99994337,10000000000.0,0x235d9d7c43b01f5d63e9da0a790f353176a7fcf8,10000000000.0
13594168,2021-11-11,0x2af8718abe5b3d4abd5b28cd04c9df7768adcc62,1.000000001,2.08e-10,2.08e-10,0x5950ee9f6dc318082ab02d478c1f4efe2295a3d1,LETSFUCKINGGO,LFG,1.000000001,9,550,0x235a0819c911dd998cf628c3ed4acd018e617f8d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,0.7,500000000000.0,1636688175,2021-11-12 3:36,1,548,1,0,9266,42942,360,188,64239,burn,1636666878,2021-11-11 21:41,2.317910985,1.24e-16,-1.0,11.928333333333333h,True,1636666878,0.001828154,0.998171846,0.0,1.909574468,18.70828693,0x235a0819c911dd998cf628c3ed4acd018e617f8d,100.0,0.0,1000000000000.0,0x235a0819c911dd998cf628c3ed4acd018e617f8d,
13609188,2021-11-13,0xf7cb1a55c3cc20f9f15fbf631868047d52c48383,1.9e-07,5.51e-14,1.1e-13,0x15861c321a98b06e747e165d66afe7da311d4544,Spider Cat,SC,1.9e-07,8,24,0x23569a2e0cfd37a77e5c55e019cc8fb1f49fc098,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,0.8,90909090.91,1636870243,2021-11-14 6:10,1,22,1,0,81,43098,22,0,43098,burn,1636870243,2021-11-14 6:10,4.7,5.51e-14,-1.0,11.971666666666666h,True,1636870243,0.043478261,0.956521739,0.0,22.0,0.085280287,0x23569a2e0cfd37a77e5c55e019cc8fb1f49fc098,100.0,0.0,100000000.0,0x23569a2e0cfd37a77e5c55e019cc8fb1f49fc098,
13594398,2021-11-11,0xa0db6aee3f912c18c8f1874e38ea2d4053220d39,1.78e-16,5.78e-06,3.56e-16,0xdd179c3daaf0a1dfbd17569c037764a98e23b0b0,@GoodJobETH,GJ,5.78e-06,9,71,0x2348ab3d51474b27bb3c809d883b77c3214c229f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,2.0,91919191919.0,1636627606,2021-11-11 10:46,1,69,1,0,196,410,34,35,410,burn,1636627606,2021-11-11 10:46,2.403981275,1.78e-16,-1.0,0.11388888888888889h,True,1636627606,0.017241379,0.982758621,0.0,1.416666667,13.55870141,0x2348ab3d51474b27bb3c809d883b77c3214c229f,100.0,0.0,100000000000.0,0x2348ab3d51474b27bb3c809d883b77c3214c229f,
13507875,2021-10-28,0x04d5bbef7cabac446be7bedcdc3763a4648000b1,1.6e-05,6.6e-17,1.32e-16,0x31f969a46c7a000dd12c02e8ef059138e2e31851,Mini Mewtwo,Mewtwo,1.6e-05,9,118,0x233a1e1ef62bc88bd0f0d982c206d218fab15c63,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.0,918000000000.0,1636069400,2021-11-04 23:43,1,116,1,0,5975,616197,63,53,616197,burn,1636069400,2021-11-04 23:43,2.823360606,6.6e-17,-1.0,171.16583333333332h,True,1636069400,0.008547009,0.991452991,0.0,1.166666667,42.85714286,0x233a1e1ef62bc88bd0f0d982c206d218fab15c63,100.0,0.0,1000000000000.0,0x233a1e1ef62bc88bd0f0d982c206d218fab15c63,
12149861,2021-03-31,0xeeb309e22af3ad1bb71601df636098f6e698f25b,1e-14,0.203314278,1e-14,0xfb2f26f266fb2805a387230f2aa0a331b4d96fba,DADI,DADI,0.203314278,18,10,0xef45b79def79a2cd2d0c77f84fddaab8d0b8be35,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,1.0,19244.94859,1618112471,2021-04-11 12:41,1,8,1,0,220133,739,4,4,882781,burn,1617230429,2021-04-01 7:40,1.085392733,8e-18,-1.0,0.20527777777777778h,True,1617230429,0.142857143,0.857142857,0.0,0.75,138.7261641,0x2337fbab3b274b0c4ca9168e541b592a38b4d229,100.0,0.0,100000000.0,0xef45b79def79a2cd2d0c77f84fddaab8d0b8be35,
12602533,2021-06-09,0x15fd331c347f10e7f1ac8b70f2331a0cf73a8296,2.6e-09,1e-18,2e-18,0x0a7b19a96f28828c0b70abe82880c2618c517104,Sweet Inu 🍭,SWEETINU🍭,2.6e-09,18,35,0x2332c0c8b21a22c516515e85acb0ef458dc31e64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,4.0,50000000000000.0,1623272244,2021-06-09 20:57,1,33,1,0,384,773,27,6,773,burn,1623272244,2021-06-09 20:57,5.45603988,1e-18,-1.0,0.21472222222222223h,True,1623272244,0.029411765,0.970588235,0.0,3.857142857,14142135.62,0x2332c0c8b21a22c516515e85acb0ef458dc31e64,100.0,0.0,100000000000000.0,0x2332c0c8b21a22c516515e85acb0ef458dc31e64,
11314581,2020-11-23,0x3e31bbf0a1c9ff01e0a58aa87b14e70fb881c9f3,3.72e-15,2.7e-16,5.4e-16,0xb133ae3c947ed709a824e979bb39b31d9e55f51e,cobweb.finance,COB,3.72e-15,18,15,0x0ff08061249f16d3d4cb6d16fa6fd186b87cbe8d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,46.0,920.0,1606232927,2020-11-24 15:48,1,13,1,0,1295,97146,12,1,97146,burn,1606232927,2020-11-24 15:48,55.37120287,2.7e-16,-1.0,26.985h,True,1606232927,0.071428571,0.928571429,0.0,6.0,205.7182539,0x232bb56f33dcc916fb0693952c13c315192bad4b,100.0,0.0,22050.0,0x232bb56f33dcc916fb0693952c13c315192bad4b,22050.0
12322408,2021-04-27,0xa3db10e010d8fcab608f8ebe015c2110d77db28d,2.09e-10,1e-18,1e-18,0xa9c1649c64c50fe11c9919bb8214d49176065f14,HYPECOIN,HYPECOIN,2.09e-10,18,6,0x23283e48bc6eb4651ead67b68061c6c6fec96c85,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,1.5,98000000000.0,1619527163,2021-04-27 21:39,1,4,1,0,265,526,2,2,526,burn,1619527163,2021-04-27 21:39,1.839065694,1e-18,-1.0,0.1461111111111111h,True,1619527163,0.2,0.8,0.0,0.666666667,383405.7903,0x23283e48bc6eb4651ead67b68061c6c6fec96c85,100.0,0.0,100000000000.0,0x23283e48bc6eb4651ead67b68061c6c6fec96c85,
13604697,2021-11-13,0x5936adc79b046c43d7eadc4588e70393cac533e3,3.54e-16,2.84e-06,7.08e-16,0xc328aa8435334c26fae8241f9231b5d9e4138615,Chad Inu,CHINU,2.84e-06,9,58,0x23275824f6d135180a241fd0ae2f5f2bac2b7a24,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,1.6,1000000000000.0,1636774620,2021-11-13 3:37,1,56,1,0,331,8621,53,3,8621,burn,1636774620,2021-11-13 3:37,14.15459646,3.54e-16,-1.0,2.394722222222222h,True,1636774620,0.01754386,0.98245614,0.0,13.25,40.0,0x23275824f6d135180a241fd0ae2f5f2bac2b7a24,100.0,0.0,1000000000000.0,0x23275824f6d135180a241fd0ae2f5f2bac2b7a24,
11456532,2020-12-15,0x899a128a13b09fb6869c4a9de25e3fd72d70bcc2,1343.345328,0.013128157,0.026256315,0x32f948e87f550a20f615a4cebfa72a9d4fd593d8,ReflectiveRFI,RRFI,1343.345328,18,221,0x2325da8c639940d9b6259e3fa55d2767deea32a9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.1,400.0,1617174152,2021-03-31 7:02,63,157,1,136517,117253,9087687,47,110,9087687,burn,1617174152,2021-03-31 7:02,2.656464881,0.013128157,-0.995058035,2524.3575h,True,1617174152,0.286363636,0.713636364,0.0,0.423423423,840.0456207,0x2325da8c639940d9b6259e3fa55d2767deea32a9,100.0,0.0,1000000.0,0x2325da8c639940d9b6259e3fa55d2767deea32a9,
11202840,2020-11-06,0x5b7e9a89e946d40b2ef6face21ba01f92fd92f31,157.2106692,0.354781837,0.354781837,0x0cbedbfe5a9d0b96b018fabe30108892569384c5,Infinity CORE,infCORE,157.2106692,18,430,0x23237a3f7834cfc765faaa2536ea5f8fccaf44d4,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.3,170.0,1623239657,2021-06-09 11:54,3,425,2,7101,22873,9310219,215,210,18586527,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1623239657,0.006993007,0.990675991,0.002331002,1.018957346,7.141428429,0x23237a3f7834cfc765faaa2536ea5f8fccaf44d4,50.0,48.11457435,200.0,0x23237a3f7834cfc765faaa2536ea5f8fccaf44d4,
11040996,2020-10-12,0x2f9918d85485586788e9dc87d23b9077f32234bd,4e-08,2.73e-13,2.73e-13,0x08f1200ebc66be827085d715b7214e09c2172f1a,SNP,SNP,4e-08,8,13,0x23226c7ed23387fdca823efd37dd0dad0918faf4,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.5,100000.0,1602582218,2020-10-13 9:43,1,11,1,0,9689,73609,9,2,73609,burn,1602582218,2020-10-13 9:43,0.611338489,2.73e-13,-1.0,20.446944444444444h,True,1602582218,0.083333333,0.916666667,0.0,3.0,0.002236068,0x23226c7ed23387fdca823efd37dd0dad0918faf4,100.0,0.0,1000000.0,0x23226c7ed23387fdca823efd37dd0dad0918faf4,1000000.0
11009490,2020-10-07,0x60aa7157e35ca3149cfcdf6488989dc300c5f49e,2.4e-17,4.3e-14,2.4e-17,0xce99f4fad799d27aa36969a08bb69a5e97dfccf3,smartswapjoint,SWAP,4.3e-14,18,8,0x231de2ee6227b435fc5b6c8d1007bad283781ffb,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.1,1000.0,1608642557,2020-12-22 22:09,3,3,2,2185678,547,3278967,1,2,6556790,burn,1602086911,2020-10-08 1:08,0.659602961,2.4e-17,-1.0,0.31777777777777777h,True,1602086911,0.4,0.6,0.0,0.333333333,28.18181818,0x231de2ee6227b435fc5b6c8d1007bad283781ffb,100.0,0.0,300000.0,0x231de2ee6227b435fc5b6c8d1007bad283781ffb,
11120154,2020-10-24,0xed3405de0df14d6c84d1c18fffc8029bcde2265d,5e-18,2.37e-13,1e-17,0xd1ef442fe29b0258d3b2d393cc864754cef41ec0,Defigold.net,GOLD,2.37e-13,18,7,0x231de2ee6227b435fc5b6c8d1007bad283781ffb,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,4.0,100000.0,1603557306,2020-10-25 1:35,1,5,1,0,173,351,2,3,351,burn,1603557306,2020-10-25 1:35,2.673031142,5e-18,-1.0,0.0975h,True,1603557306,0.166666667,0.833333333,0.0,0.5,632.455532,0x231de2ee6227b435fc5b6c8d1007bad283781ffb,100.0,0.0,150000.0,0x231de2ee6227b435fc5b6c8d1007bad283781ffb,
12784952,2021-07-08,0x11942667dcf68dd3fda55829fa76b6532f290632,1.05e-05,9.8e-17,1.96e-16,0x9a4ddafebc10ead6a4f1cc272398a368b8fec5dd, Plastic Straw , PlasticStraw ,1.05e-05,9,7,0x231b213e059f9e8ee445e495e614643fbe6835f3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,3.0,425000000000.0,1625723823,2021-07-08 14:57,1,5,1,0,49,357,4,1,357,burn,1625723823,2021-07-08 14:57,3.476659387,9.8e-17,-1.0,0.09916666666666667h,True,1625723823,0.166666667,0.833333333,0.0,2.0,35.70714214,0x231b213e059f9e8ee445e495e614643fbe6835f3,100.0,0.0,1000000000000.0,0x231b213e059f9e8ee445e495e614643fbe6835f3,
12420178,2021-05-12,0xa1df7b5dda4fa091f8378bf84340412959026e4d,4.75e-09,1e-18,2e-18,0x0f44f66abacaca16ed3773e7fbd18b1144e220a5,Washu Inu,WASHU,4.75e-09,18,19,0x231b15a9b891dfd3ec067659a1bc370bd7452047,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,10.0,500000000000000.0,1620835562,2021-05-12 16:06,1,17,1,0,1046,4796,13,4,4796,burn,1620835562,2021-05-12 16:06,14.92041938,1e-18,-1.0,1.3322222222222222h,True,1620835562,0.055555556,0.944444444,0.0,2.6,70710678.12,0x231b15a9b891dfd3ec067659a1bc370bd7452047,100.0,0.0,1000000000000000.0,0x231b15a9b891dfd3ec067659a1bc370bd7452047,1000000000000000.0
13429003,2021-10-16,0x5c4cf7329a129ba19e5c15f9dee1332a98e475be,7290000000000000.0,35.29627489,70.59254977,0x8254c1c134436f74047f79eaaea97e3324ef78b5,Ichigo Inu,Ichigo,7290000000000000.0,9,3795,0x231a0e1b15db13bff3a2ecda4bb3b10f32035553,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,3.0,4.7e+16,1636887817,2021-11-14 11:03,637,3158,3,856265,738964,1139054,1959,1199,2480747,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636887817,0.167544784,0.83166491,0.000790306,1.633861551,11874.34209,0x231a0e1b15db13bff3a2ecda4bb3b10f32035553,50.0,5.584326961,1e+17,0x231a0e1b15db13bff3a2ecda4bb3b10f32035553,1e+17
