createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,`,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,initial_supply,receiver_list
12842587,2021-07-17,0x4f083e98a7a1bd77a26d2ea4c24405af8e03fe73,0.001216669,5130000000000.0,0.002433338,0xecef261f12101318538e5b2938ff1846d8047520,Shukuchi,Shukuchi縮地,5130000000000.0,62,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.25,4933713375.0,1626540929,2021-07-17 16:55,1,61,0,0,2561,0,49,12,38851,swap,1626540929,2021-07-17 16:55,6.737397707,0.001216669,-0.999819416,10.791944444444445h,True,1626540929,5133713375.0,[{'address': '0x8d0facb5925cdadd91c3640aa076d9bd6701c7b0'}]
13258917,2021-09-19,0x00d6ca49662de618b5c25fa39e2b766da295108b,1000000000000000.0,5e-07,1e-06,0x78cac21134f078fe58010ec6e4c6fd9f6499aa70,🎡Wheel oF Fortune,WOF,1000000000000000.0,62,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,5.0,99000000.0,1632104228,2021-09-20 2:17,1,61,0,0,1208,0,47,14,13474,swap,1632104228,2021-09-20 2:17,12.11468877,5e-07,-0.999999959,3.742777777777778h,True,1632104228,100000000.0,[{'address': '0x2cb65d1eda35a40702670863c5b1932f562317f3'}]
12496109,2021-05-24,0xb9591f675bbe7ed72ba2cfc7bd837134bdf2e23d,1e+17,0.002526834,0.005053668,0x3178f568cf2aa125af383ded7e190c3542284dac,Xinu Token,XINU,1e+17,62,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,5.0,50000000000000.0,1621849271,2021-05-24 9:41,1,61,0,0,567,0,44,17,1835,swap,1621849271,2021-05-24 9:41,11.82071433,0.002526834,-0.999786237,0.5097222222222222h,True,1621849271,99999999999999.98,[{'address': '0x9134a8df930011e3b1e28ae304a70b75a660f5c7'}]
13245543,2021-09-17,0x167353dfa08704cee23d95404cf7587498a1e0f4,49400000000000.0,9.07e-05,9.07e-05,0x7c7b879671bd10d5e658b260e01101330c8c825c,BubbleGum,BUBBLEGUM🍬,49400000000000.0,62,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,8.0,555555555.0,1631929037,2021-09-18 1:37,1,61,0,0,2216,0,45,16,16560,swap,1631924383,2021-09-18 0:19,15.45453679,8.070000000000001e-05,-0.999994777,3.3072222222222223h,True,1631924383,555555555.0,[{'address': '0x765df5cc45074c761560dabe66182be34730ea2f'}]
13252179,2021-09-18,0xa695dc71df1f2315396cfe7779f5e42b8086eac8,1230000000000.0,0.000907232,0.001814464,0xb6e4b8559eea9ed273f24a820a38f61ef82549cb,MysteryBox,Mystery️📦,1230000000000.0,62,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,9.0,123456789.0,1632085281,2021-09-19 21:01,1,61,0,0,4584,0,46,15,84361,swap,1632085281,2021-09-19 21:01,17.15299533,0.000907232,-0.999947109,23.433611111111112h,True,1632085281,123456789.0,[{'address': '0x030383b364373a4300f1ef1e0bdbecd6e672e00b'}]
12622233,2021-06-12,0xf680b835a11dd7d0efefce986263180b19c1c8de,797000000000000.0,0.00039756,0.00039756,0x675f6e3a0abe9014d7d1dbe0ae565b9256b45303,Zombie Shiba 🧟‍♀️ 🧠,ZHIBA,797000000000000.0,62,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9.4,33333333330.0,1627457313,2021-07-28 7:28,1,61,0,0,72650,0,60,1,3921942,swap,1623549003,2021-06-13 1:50,110.58363359999998,0.000316524,-0.999997138,3.7866666666666666h,True,1623549003,66666666660.0,"[{'address': '0x20da7d4531247cf37e8c4487320dc910dcd201c9'}, {'address': '0x8f83954a37c16b13b77f08bfb86d6bcccdf9f45e'}, {'address': '0x90ead86fca54ee9a1fe1c55c0ace5896f4319802'}, {'address': '0xa13ed2142dffc5b38a80b2b178bab608d069d202'}, {'address': '0xb8f226ddb7bc672e27dffb67e4adabfa8c0dfa08'}, {'address': '0xc8a1be805c17cbbbf597889b47ed2d626cd7ac22'}, {'address': '0xca4468c4323ec6bdca3907b18ca9ffa16ee726cb'}, {'address': '0xdf4fbd76a71a34c88bf428783c8849e193d4bd7a'}, {'address': '0xea8071cecf8bef0234affdb508d26a96273ae7ae'}, {'address': '0xf247f020ef8aa0d52f98a12308236a5dcf3ae64d'}]"
13096625,2021-08-25,0x4a7af2fffd2300e0e1a2600bb453121983db5fc6,3.7e-17,2.7399999999999995e-05,3.7e-17,0xd10b8a0d47aa2d4a19199d8d7f31b9f43146f08c,Piccolo Inu,PINU,2.7399999999999995e-05,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.2,1000000000000.0,1630570759,2021-09-02 8:19,1,22,38,0,10757,644823,12,10,647660,burn,1630570759,2021-09-02 8:19,0.033220163,3.7e-17,-1.0,179.90555555555557h,True,1630570759,1000000000000.0,[{'address': '0xb9c58f1accbe8c8ee22adfef8fd8532c944d7edb'}]
12257302,2021-04-17,0xacb35668f9b4c725521b27ad7b230ec58ce4ff69,7.000000000000001e-18,1.53e-13,7.000000000000001e-18,0xda38f3d22402d3e8b604a484c981d89190beff08,Spades Coin,SPADE,1.53e-13,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,0.82,3000.0,1620338386,2021-05-06 21:59,5,53,3,603385,280366,1286484,25,28,1679986,burn,1620338386,2021-05-06 21:59,0.410985977,7.000000000000001e-18,-1.0,466.66277777777776h,True,1620338386,12000000.0,[{'address': '0xf67164e920419f806813103ec44272ef45615c66'}]
12589349,2021-06-07,0x5d485d4163b230840c06f99fd459a74ab9b75479,6.07e-09,1e-18,1e-18,0x7b1343437c84b461df076cf21493bf2a99a1f2bf,QuantApe,APE,6.07e-09,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,1.0,1000000000000.0,1623167222,2021-06-08 15:47,3,55,3,1611,940,25950,54,1,71981,burn,1623167222,2021-06-08 15:47,0.002311375,1e-18,-1.0,19.994722222222222h,True,1623167222,1000000000000.0,[{'address': '0xe85740d4b34f727e8cbc9d676d253a4fd736a239'}]
10968424,2020-10-01,0xd4965ddcef381964a163eb9a9bf8bea51382673b,2.55e-15,3.95e-16,7.9e-16,0x5b1a10732213b402c45d441ffead40b730da7312,Yearn Finance DAO Token,YF-DAO,2.55e-15,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,50.0,1000.0,1601549999,2020-10-01 10:59,3,55,3,645,2519,12569,43,12,18217,burn,1601549999,2020-10-01 10:59,88.98991226,3.95e-16,-1.0,5.060277777777777h,True,1601549999,1000.0,[{'address': '0xf90fd2e46294bce7d04746503e3e732c5a98568f'}]
11078694,2020-10-18,0xdd081a50cdc1b2ac248df5e92a39ca6a259d650b,1e-18,1.0,1e-18,0xe4d247b7cebd5e3957ee41a247074457a1e7402d,COVER Protocol,COVER,1.0,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,115.0,46000.0,1609503713,2021-01-01 12:21,3,56,2,4104903,4406920,3089456,49,7,6495870,burn,1603021910,2020-10-18 11:51,123.7913515,5.4e-17,-1.0,3.9075h,True,1603021910,49999.99999999999,[{'address': '0x8a388abb61520c5240aabb59f791de5e7784f716'}]
12543940,2021-05-31,0xf7049a7157d888294f74aa01143afd03c42a059a,1.32e-15,7.77e-07,1.32e-15,0xfcea50dad3e3dabb8ce989f426b1a26fda2fe6b3,Ethereum DAD,ethDAD,7.77e-07,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,1.0,1000000000.0,1622491566,2021-05-31 20:06,1,58,2,0,423,1360,32,26,1411,burn,1622491566,2021-05-31 20:06,0.276961794,1.32e-15,-1.0,0.39194444444444443h,True,1622491566,1000000000000000.0,[{'address': '0x2ae006eb0692b42dc3409c99a683944586e7d2fc'}]
11381462,2020-12-03,0x0ced780a8a66f123f6bea0ecb102bd847e6bc75a,6.7e-14,1.6e-17,3.2e-17,0x8b3820c3a0d192a5fd2bcd18d2aea93bcfa70b9a,SolFinance,SOL,6.7e-14,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,15.0,7800.0,1607035753,2020-12-03 22:49,2,58,1,3434,5231,13385,13,45,13385,burn,1607035753,2020-12-03 22:49,20.39234659,1.6e-17,-1.0,3.7180555555555554h,True,1607035753,1000000.0,[{'address': '0xcc9f13e1c375b00cbf0eb01ebc4fb5d21140ec13'}]
11651906,2021-01-14,0xabe56717b9325106b9908bda300349a01528795c,7.440000000000003e-15,1.35e-16,2.7e-16,0xacb2a003b692c7c1291264b7c2d703c11bd0f02d,Verox Token,VRX,7.440000000000003e-15,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,96.0,4032.0,1610651955,2021-01-14 19:19,1,58,2,0,7550,23482,46,12,42338,burn,1610651955,2021-01-14 19:19,41.95490313,1.35e-16,-1.0,11.760555555555555h,True,1610651955,49999.99999999999,[{'address': '0x264bfb87458f74433e3b76b6f3e503838e9123a2'}]
13440573,2021-10-18,0x971b4cc130b405b61f827ac11c8a5efc1b8530db,5.7e-11,1e-18,2e-18,0xbc834d0dc0c3a8b31f0eb628805bf3cceacfc364,SHIBABUNNY,SHIBABUNNY,5.7e-11,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,100.0,1000000000000.0,1634635689,2021-10-19 9:28,1,58,2,0,3887,50542,58,0,92231,burn,1634635689,2021-10-19 9:28,123.8830987,1e-18,-1.0,25.619722222222222h,True,1634635689,1000000000000.0,[{'address': '0x4e45eecab84bb39f0446ac2103512834daa9dbfc'}]
10996245,2020-10-05,0x8e4351999c4bcc460319879a8fd3e6085b26e3bd,2.41e-15,4.16e-16,8.32e-16,0x138c278298d750a7ea96d733adae59e9ce74e827,BTCGOLD,BTCGOLD,2.41e-15,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,400.0,5000.0,1601913622,2020-10-05 16:00,1,58,2,0,2088,3908,46,12,5802,burn,1601913622,2020-10-05 16:00,487.8177004,4.16e-16,-1.0,1.6116666666666666h,True,1601913622,10000.0,[{'address': '0xa595bc23120131b4ce29de497ffda4b65eff14ef'}]
12918004,2021-07-29,0xfe5c2949425b160a69228b4eb2b205b83a4bcb2d,9.3e-17,1.09e-14,1.86e-16,0xda4dcb669fcdb2fe20806052cd4e337bf39b19b5,Liquidity Lotto,LQL,1.09e-14,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,0.8751,1000.0,1627869636,2021-08-02 2:00,1,59,1,0,177270,345239,59,0,345239,burn,1627869636,2021-08-02 2:00,2.722832813,9.3e-17,-1.0,95.89972222222222h,True,1627869636,1000.0,[{'address': '0x20bdca5a24558f0bd9520ee833593dbfbb1e0206'}]
11256624,2020-11-14,0x6536da76d259daa24b7f96bb74045348ba14f7c2,0.003784565,0.948881944,0.00756913,0xcb63c0b8c5d72e311043e65c374848464b8763e4,DegenHelSinki,DHK,0.948881944,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.95,415.8,1622413020,2021-05-30 22:17,1,59,1,0,8363,17045710,30,29,17045710,burn,1622413020,2021-05-30 22:17,1.2615215990000002,0.003784565,-0.997,4734.919444444445h,True,1622413020,500.0,[{'address': '0x6fcf069bfb1e080eaa713a3b1d9670b9f287f1e1'}]
12630746,2021-06-14,0x17c538f6e067d12ca38a1728136d58d3c1bbfd0c,5.48e-11,1e-18,2e-18,0xa06a8e072339bf87211f8eeccdca9b9649198eca,ElonInu,ELONINU,5.48e-11,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1.0,1000000000000.0,1623655473,2021-06-14 7:24,1,59,1,0,2052,6298,59,0,6298,burn,1623655473,2021-06-14 7:24,18.39981217,1e-18,-1.0,1.7494444444444444h,True,1623655473,1000000000000.0,[{'address': '0xe85740d4b34f727e8cbc9d676d253a4fd736a239'}]
12602458,2021-06-09,0x029b7972d3f56d8c22969be33bae93f039bb4640,1e-18,6.7e-11,2e-18,0xecaffbfb15621addacbdda8a61b86c39cc77e43b,Elon Moon,ELONMOON,6.7e-11,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,1.0,1000000000000.0,1623274010,2021-06-09 21:26,1,59,1,0,706,3656,59,0,3656,burn,1623274010,2021-06-09 21:26,15.03503445,1e-18,-1.0,1.0155555555555555h,True,1623274010,1000000000000.0,[{'address': '0xe85740d4b34f727e8cbc9d676d253a4fd736a239'}]
13462637,2021-10-21,0x5202ac52ea94ef592a57826d19866e071be4d64b,2.54e-05,4.1e-17,8.2e-17,0x06f682b1c349642bedc22ce0848c9bf383d2fa9f,Sengoku Inu,SENGOKU,2.54e-05,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,1.35,908000000000.0,1635014111,2021-10-23 18:35,1,59,1,0,2660,173116,29,30,173116,burn,1635014111,2021-10-23 18:35,1.428263245,4.1e-17,-1.0,48.08777777777778h,True,1635014111,1000000000000.0,[{'address': '0xd4b3f852c9dbb41af6b1155373d45d498eed614b'}]
13457288,2021-10-20,0x432dcbf13d911faebf2be61afde97afbe5b3dbc4,4.2e-09,1e-18,2e-18,0x70476230bca918618f8c080fe3c57046c1ada0e0,SaiyanInu,SAIYAN,4.2e-09,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,1.5,840000000000000.0,1634827246,2021-10-21 14:40,1,59,1,0,7288,57795,47,12,57795,burn,1634827246,2021-10-21 14:40,8.543291995,1e-18,-1.0,16.054166666666667h,True,1634827246,1000000000000000.0,[{'address': '0xe7bccfbeeba72c30b53b130c94865b441c40e70d'}]
13477074,2021-10-24,0x52a05721535638b62b24f50d221e17a86ad44ed6,1.35e-05,7.6e-17,1.52e-16,0x2d7ba5a17f0469be27bf652bacdb0d4f828363b8,Gateway to Mars,MARSWAY,1.35e-05,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.0,429000000000.0,1635314334,2021-10-27 5:58,1,59,1,0,4952,278062,30,29,278062,burn,1635314334,2021-10-27 5:58,2.222864168,7.6e-17,-1.0,77.23944444444444h,True,1635314334,1000000000000.0,"[{'address': '0x000000000000000000000000000000000000dead'}, {'address': '0x2d7ba5a17f0469be27bf652bacdb0d4f828363b8'}]"
12816844,2021-07-13,0xd7fa8809bca678e6238cdb07b19a2d0b6af4c092,1.76e-05,6e-17,1.2e-16,0x6ddf2d38b7b16e0ea06b1f4c5ec6039168f33db9, Rise Loki , RLOKI ,1.76e-05,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,2.0,600000000000.0,1626420801,2021-07-16 7:33,1,59,1,0,3099,267675,36,23,267675,burn,1626420801,2021-07-16 7:33,2.070745084,6e-17,-1.0,74.35416666666667h,True,1626420801,1000000000000.0,[{'address': '0x538d1556289183090977e139d5cf308dda265f0d'}]
12814145,2021-07-12,0x182a7d674953fb2c3f90d2b4cb6c7a49bc92eeb7,1.08e-15,9.36e-07,2.16e-15,0xf45659868c3ecc204b97453f379f13d5184b0544,Alien ETH,AlienETH,9.36e-07,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,2.0,1827777777.0,1626140201,2021-07-13 1:36,1,59,1,0,4063,23579,19,40,23579,burn,1626140201,2021-07-13 1:36,2.059461015,1.08e-15,-1.0,6.549722222222222h,True,1626140201,7777777776.999999,[{'address': '0x7405e048abd0b98febaa78ad2b98601fabe231dd'}]
12304783,2021-04-24,0x767a253bf2a224ae3e5abed0902be633c890cb1a,0.000207446,5e-18,1e-17,0x28662720d09312a82c95d212305d55b834068dd1,Elonaut.Finance,ELONAUT,0.000207446,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,2.0,500000000000000.0,1619293133,2021-04-24 19:38,1,59,1,0,678,1126,43,16,1126,burn,1619293133,2021-04-24 19:38,4.955491989,5e-18,-1.0,0.31277777777777777h,True,1619293133,1000000000000000.0,[{'address': '0xc4c8e1152c79048f87e4086f99a6302c4cc7c9f0'}]
12189918,2021-04-07,0x5a348a11757215f71d7c0620aa6f062a4c257d7f,1e-18,5.87e-11,2e-18,0xee918d16509506bedb34384c3250050b8aae0948,SafeYEET,YEET,5.87e-11,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,2.0,29000000000.0,1617762714,2021-04-07 2:31,1,59,1,0,472,1090,40,19,1090,burn,1617762714,2021-04-07 2:31,4.200222902,1e-18,-1.0,0.30277777777777776h,True,1617762714,99999999999.99998,[{'address': '0x1c11443696c32088916fe70085232197a48c3085'}]
12591910,2021-06-08,0x0553f26bf4c6bd883d3a4fbd5381ad194c0934d7,1.1000000000000001e-10,1e-18,2e-18,0x442c8ebd48239bcd187635e991481f0600454390,Keep3r Stable Pool,STABLE,1.1000000000000001e-10,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,2.5,1000000000000.0,1623172857,2021-06-08 17:20,1,59,1,0,1338,43801,59,0,43801,burn,1623172857,2021-06-08 17:20,14.45192258,1e-18,-1.0,12.166944444444445h,True,1623172857,1000000000000.0,[{'address': '0xe85740d4b34f727e8cbc9d676d253a4fd736a239'}]
13085093,2021-08-24,0x82843efded1f783b4f1da594eda0e9009c268a8f,6380000000000.0,1e-18,1e-18,0x66752c89ddf7572c887d871677ea15dec32c9a20,Kakashi,t.me/kakashi_coin,6380000000000.0,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,3.0,300000000000000.0,1629925603,2021-08-25 21:06,1,59,1,0,88,261,43,16,379,burn,1629925485,2021-08-25 21:04,6.5811512589999985,7.000000000000001e-18,-1.0,0.0725h,True,1629925485,1000000000000000.0,[{'address': '0x6f664998dac7d9b280681bf7082f8189b3117140'}]
11263516,2020-11-15,0x0da4f4ba8097674be82f8f47f518c6a113618ef0,0.93446034,0.013754809,0.027509619,0x63adb800bc99abd8428fa4f65576cc10a2e06c00,AlphaApe,ALPE,0.93446034,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,3.5,405.0,1605814476,2020-11-19 19:34,1,59,1,0,7675,356558,33,26,356558,burn,1605814476,2020-11-19 19:34,4.584936446,0.013754809,-0.997,99.04388888888889h,True,1605814476,500.0,[{'address': '0x61166f7929be191291b075a20337c6523949ce62'}]
12643411,2021-06-16,0x04107c3ee865e0e81405c630d9f005e25454d5a0,1.43e-10,1e-18,2e-18,0x0d3d809b6a5be6b112824756101db125bbfeb685,Gnosis Network Token,Gnosis,1.43e-10,61,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,4.0,372000000000.0,1624244571,2021-06-21 3:02,1,59,1,0,193802,426132,59,0,426132,burn,1624244571,2021-06-21 3:02,8.530319455,1e-18,-1.0,118.37h,True,1624244571,399999999999.99994,[{'address': '0xb728fd50a6ea8b5f02af9b3c9a746d8987423235'}]
