createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,token0.name,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,`,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp
11517493,2020-12-24,0x05f61bd9292ff93c24a47b731db11bf1143977a3,342456.2162,1.186322798,zom.health,1.186322798,0x5091aed52ad421969254e48d29aa1d1807e1870b,zom.health,ZOM,342456.2162,497,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,2.0,11218.36,1633092218,2021-10-01 12:43,149,294,54,3349821,8329315,9310427,124,170,24263566,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1633092218
12766390,2021-07-05,0x3b1448f895447e983eb5e78ef6386447fece9488,8.65e+17,0.006535109,Free Britney Floki,0.013070217,0xa59ff6d4ef0ec431df88f47f6a5cc3daa8ce4503,Free Britney Floki,FREEFLOKI,8.65e+17,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,10.0,563000000000000.0,1625491330,2021-07-05 22:22,1,6,0,0,3291,0,4,2,18033,swap,1625491330,2021-07-05 22:22,10.4221103,0.006535109,-0.999372957,5.009166666666666h,True,1625491330
11249606,2020-11-13,0xd6173a47aacd52b9a606b62281592c097d78fce6,139845756.1,0.000781873,mariofarm.finance,0.001563747,0x856a732d348549a7de90ac261c9ae92f2ad1a27b,mariofarm.finance,MAR,139845756.1,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,10.9,10000.0,1605306573,2020-11-14 7:29,1,6,0,0,14088,0,4,2,32685,swap,1605306573,2020-11-14 7:29,11.15878187,0.000781873,-0.999929932,9.079166666666667h,True,1605306573
11220069,2020-11-09,0xb2e35767f5663bde1fdfad09cfe9e4729c339cdf,364540107.6,0.000314639,unislush.finance,0.000314639,0x8a239daf4e0d24469d987fc99a8743ab60482e97,unislush.finance,SLSH,364540107.6,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,11.4,10000.0,1604972599,2020-11-10 10:43,1,6,0,0,23856,0,3,3,90719,swap,1604899385,2020-11-09 14:23,11.69831464,0.018314639,-0.998434421,4.8625h,True,1604899385
11483832,2020-12-19,0x66d9a271ef86783b4e4176dc17a4fe0dd9a8f004,0.000130503,499998717.4,Wrapped Ether,0.000261005,0xc13247412123ec9e74d5cef8f0ae8c57c7f98da6,SMAT,SMAT,499998717.4,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,13.0,5000.0,1608399349,2020-12-20 2:35,1,6,0,0,3640,0,4,2,16433,swap,1608399349,2020-12-20 2:35,17.5,0.000130503,-0.999992543,4.564722222222223h,True,1608399349
12877287,2021-07-22,0x9d4039a1fdbab06652305368406d8dae5efa3100,4650000000000000.0,0.000161971,INFINITY TOKEN WAR,0.000323943,0x580fc5100f0e98a1d6ef37626bd9dadde246c2c4,INFINITY TOKEN WAR,ITW,4650000000000000.0,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,15.0,50000000000.0,1627026846,2021-07-23 16:54,1,6,0,0,9686,0,5,1,55358,swap,1627026846,2021-07-23 16:54,19.53226197,0.000161971,-0.999991707,15.377222222222223h,True,1627026846
12748618,2021-07-02,0x8934807354f2bd0719ea205ffdd97060868bb371,6.66e+18,0.002170021,POLYTOPIA,0.004340042,0x94b5b60d695693f015fd02ead5b20d079b19f2e2,POLYTOPIA,POLYTOPIA,6.66e+18,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,16.0,900000000000000.0,1625238552,2021-07-03 0:09,1,6,0,0,1618,0,4,2,3795,swap,1625238552,2021-07-03 0:09,16.14693978,0.002170021,-0.999865608,1.0541666666666667h,True,1625238552
12640648,2021-06-15,0x8b4f35ffb2d80700197678acbeb479e133f10f9e,4810000000000000.0,0.000208538,LightningPup Shiba Inu,0.000417075,0x0b932c6d4a68876fe6c7b0d5c21e86bbf0f79782,LightningPup Shiba Inu,PUPSHIBA,4810000000000000.0,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,20.0,50000000000.0,1623840148,2021-06-16 19:42,1,6,0,0,9961,0,4,2,58955,swap,1623840148,2021-06-16 19:42,20.19960854,0.000208538,-0.999989676,16.37638888888889h,True,1623840148
12621634,2021-06-12,0x8d05013163b124a07e8fd5cca1aa5cc6e48bdbde,3990000000000000.0,0.000314224,Rias Inu (t.me/riasinu),0.000628448,0x20c0a231ddf70e4ab5d4c2fb0f597a10c1e9faca,Rias Inu (t.me/riasinu),RIAS,3990000000000000.0,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,25.0,50000000000.0,1623579315,2021-06-13 19:15,1,6,0,0,11720,0,5,1,51595,swap,1623579315,2021-06-13 19:15,25.39291422,0.000314224,-0.999987626,14.331944444444444h,True,1623579315
11661348,2021-01-15,0x68b4a9456c108e8f750978229af25d03377e8faf,0.000364716,990263813.1,Wrapped Ether,0.000364716,0xdef1ce6fd45d565ca099bd9f641ca70765896773,$Poolz Finance,POOLZ,990263813.1,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,36.0,10000.0,1610779022,2021-01-16 15:37,1,6,0,0,9383,0,4,2,44033,swap,1610740143,2021-01-16 4:49,37.50283955,0.000361151,-0.99999037,1.4316666666666666h,True,1610740143
12541455,2021-05-31,0x32054119fa4252b3019fc4967a4695f1cb66adca,1e-18,1e-12,Wrapped Ether,1e-18,0xca9feeb9f20f0c61a2e2c5c24897bd0206dd899a,Tuschay Coin,TSHY,1e-12,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,0.01,10000.0,1622614540,2021-06-02 15:15,4,0,2,75031,0,156013,0,0,159487,burn,1622614540,2021-06-02 15:15,0.001901137,1e-18,-1.0,44.301944444444445h,True,1622614540
12963851,2021-08-05,0x6310ea2cc43569780f0ac8db14875a0eece6e876,2.4e-17,4.26e-14,Wrapped Ether,2.4e-17,0xf9201c055fa403ac108e3bebd36b1acdea3416d4,ETF+,ETF+,8.18e-10,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,0.055,100.0,1634798411,2021-10-21 15:40,1,0,1,0,0,6646874,0,0,6646874,burn,1634798411,2021-10-21 15:40,0.055,2.4e-17,-1.0,1846.3538888888888h,True,1634798411
11108729,2020-10-22,0x5c68f63f911c10feadcc16564842e6de907b74b3,1.9e-15,5.57e-16,ETH PRO Token,5.57e-16,0x82e8c58e4d3ed0b04315dc37e65329fb8065d607,ETH PRO Token,EPRO,1.9e-15,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.125,0.45,1603654035,2020-10-26 4:27,4,0,2,48363,0,247888,0,0,248574,burn,1603654035,2020-10-26 4:27,0.206500407,5.57e-16,-1.0,69.04833333333333h,True,1603654035
11696443,2021-01-21,0xc1f0ef6e1d887f3f6c2ee5771acb8b72b0866d45,2.43e-13,5e-18,2021coin,5e-18,0x2ed436d3043cdf262250018e4d2c1dec06d80a21,2021coin,2021,2.43e-13,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,0.17,10000.0,1624428457,2021-06-23 15:07,3,0,3,5148438,0,8311966,0,0,13228309,burn,1613945300,2021-02-22 7:08,0.17,5e-18,-1.0,762.5422222222222h,True,1613945300
12174705,2021-04-04,0x0dd4123c3c1f244d8215ebc90ad40eb4350c204c,2.24e-09,1e-18,The Elephant Project,1e-18,0xb44d556f4293714d905742b830a6b67886c3cc9e,The Elephant Project,ELPH,4.03e-05,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,2.0,10000000000000.0,1620478141,2021-05-08 21:49,2,0,2,1458808,0,1460729,0,0,2918162,burn,1617563276,2021-04-05 4:07,2.0,1e-18,-1.0,0.9158333333333334h,True,1617563276
11425588,2020-12-10,0xc127b87183c3efa614b99e8898a5367ef62bfe1a,3144.956184,0.04187947,Veros,0.04187947,0xabc430136a4de71c9998242de8c1b4b97d2b9045,Veros,VRS,3144.956184,308,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.3,220.0,1635966329,2021-11-03 19:05,8,295,5,2749283,5447517,2847258,172,123,28357359,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635966329
11023589,2020-10-09,0xd6f3c3059dc6333b81003fce366190bb256dd6b9,1.19e-13,9e-18,zHEGIC,9e-18,0x7656c0d5caad1aa7b30b141c0426647e1ae0f3c0,zHEGIC,zHEGIC,8.0,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.00041175,8.0,1603246610,2020-10-21 11:16,1,1,1,0,901,968233,1,0,968233,burn,1603246610,2020-10-21 11:16,0.00048175,9e-18,-1.0,268.9536111111111h,True,1603246610
11237816,2020-11-11,0x899457d67f1f8d250a223c9bee1b2c4f004d19ef,1.1e-17,9.49e-14,Wrapped Ether,1.1e-17,0xd3003f1916d28e589e41d1604dfb9f2e9715df42,welcometothemoon,WMOON,9.49e-14,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.03,290.0,1605119439,2020-11-12 3:30,4,1,1,700,281,1752,1,0,1752,burn,1605119439,2020-11-12 3:30,0.161894145,1.1e-17,-1.0,0.4866666666666667h,True,1605119439
12505818,2021-05-25,0x55072d996977ba7fde7b4b0a044ef94118d4a38a,1e-18,9.75e-10,Wrapped Ether,1e-18,0xec67dafcf325150319478952dba706649d579feb,DOGSFUNDS ,DOGFUND,9.75e-10,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,0.039,39000000000.0,1622265185,2021-05-29 14:13,1,1,1,0,99442,288020,1,0,288020,burn,1622265185,2021-05-29 14:13,0.04,1e-18,-1.0,80.00555555555556h,True,1622265185
11116429,2020-10-24,0xe31e495c1abc6f341de975b14b6b3e204333d422,158920.8229,4.958263851,SXK,4.958263851,0x573bc48aa6f37b7187a0ad5f49edda1f5c5a6e21,SXK,SXK,4816769.709,542,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,10.0,412000.0,1636602001,2021-11-11 3:40,4,295,2,10927473,13453788,7427863,141,154,33094139,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636602001
12524526,2021-05-28,0xfe483ad4b58f1b9aeb6acc0a4568eeecc0c1fc92,6.079635264,657176.8644,Wrapped Ether,12.15927053,0xca694c832c284545fb51cec0201a3f664956a7c7,CryptoMall,CMALL,657176.8644,300,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,40.0,100000.0,1634797084,2021-10-21 6:18,3,295,2,2926811,971486,2379268,126,169,12569061,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1634797084
11214597,2020-11-08,0x93ff4f4fc2f5117e9ef5ad253a6e1d28ad2f81b0,2.188904129,126207.1819,Wrapped Ether,4.377808259,0xdecade1c6bf2cd9fb89afad73e4a519c867adcf5,Experty Wisdom Token,WIS,178135.5656,451,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,6.16e-05,1.0,1636800549,2021-11-13 10:49,4,296,0,567770,11126850,0,127,169,31991355,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636800549
12209695,2021-04-10,0xefb74020c194d93db9a31e4b2a49f887cebb8ae2,7.08e-14,1.5e-17,BPAL Coin,1.5e-17,0x95aaf1904ea61f31e8475b21b948c1c3b212c225,BPAL Coin,BPAL,7.08e-14,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,0.045921732,1000.0,1618292295,2021-04-13 14:38,3,1,2,21015,115,148284,1,0,267212,burn,1618054439,2021-04-10 20:33,0.095921732,1.5e-17,-1.0,8.154444444444444h,True,1618054439
13359348,2021-10-05,0xecf950e7e2ead20f8af45a86404e09742b33666c,647000000000.0,3.386215114,Princess Peach,6.772430228,0xbd7a20647229825bf270fa256b8f1645ceca8bea,Princess Peach,PEACH,647000000000.0,298,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,3.2,666000000000.0,1636234422,2021-11-06 21:33,1,296,1,0,38308,1109916,132,164,2793818,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636234422
13488767,2021-10-25,0x0afe3c4c389395234f81dd1eec7b425c51ec19f3,586000000000.0,4.466824012,Wild $T1mes!,8.933648024,0x1eaebc2164550c23ef8f39899f47f09ce6ef70e9,Wild $T1mes!,$T1mes,586000000000.0,297,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.7,918000000000.0,1636712277,2021-11-12 10:17,1,296,0,0,36511,0,144,152,1518231,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636712277
13324865,2021-09-30,0x120119f9e229e74fd0306c30d40127a050235fb7,880000000000.0,2.2e-07,HONGNIU,4.41e-07,0x3e82be41b126fd59b2a6b6d870000e8f7ded04e9,HONGNIU,HNTC,880000000000.0,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,0.1,1026.0,1634300748,2021-10-15 21:25,5,1,0,866896,1325420,0,0,1,1325420,swap,1634300748,2021-10-15 21:25,4.34,2.2e-07,-0.999999949,368.1722222222222h,True,1634300748
12777289,2021-07-07,0x4cf5e45fed7c777b5658d39bafa772ab2c392964,1e-07,1.2e-13,Niuniubtc,1.2e-13,0x97e0f15d66aff853283fd22d84d9efbc711d98e7,Niuniubtc,Nnb,1e-07,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,0.13,100000.0,1627862730,2021-08-02 9:05,3,1,2,754715,88,2219982,1,0,2242722,burn,1627817250,2021-08-01 20:27,0.569219528,1.2e-13,-1.0,610.345h,True,1627817250
12348945,2021-05-01,0x7c8699ecb6d16010f91372f6f3103fe5aac78810,133.5547923,5527418.992,Wrapped Ether,267.1095846,0xe1be5d3f34e89de342ee97e6e90d405884da6c67,TRON,TRX,5527418.992,298,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,180.0,3960000.0,1636803824,2021-11-13 11:43,2,296,0,4261204,7518328,0,179,117,16922996,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636803824
11133960,2020-10-26,0x990a7cb6431552297f1f4fe5eedc00c40f94e9fa,5.5e-17,1.84e-14,Wrapped Ether,5.5e-17,0xe0a2001e6447faca4fa56df8ca7275ed23c7b088,Coin & Token Magazine,CTM,9.17e-10,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.2,22.24,1603840687,2020-10-28 8:18,1,1,1,0,99183,99893,0,1,99893,burn,1603840687,2020-10-28 8:18,0.114607019,5.5e-17,-1.0,27.748055555555556h,True,1603840687
12864741,2021-07-20,0xf8ab5a696ee17877a9279cbb5eac67b5fea992ad,1e-18,4.76e-08,Wrapped Ether,1e-18,0xe373a79de3440cfa81701d90188ea1d6598b3df7,SHIBASWAP,SHIBASWAP,4.76e-08,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,0.2,500000000000000.0,1626804834,2021-07-21 3:13,4,1,1,1267,301,3278,1,0,3278,burn,1626804834,2021-07-21 3:13,0.61,1e-18,-1.0,0.9105555555555556h,True,1626804834
11028074,2020-10-10,0xff5c7d8bea5468d8da9dd0469db5b722775e4089,0.044393762,2294.0,Wrapped Ether,0.044393762,0xf08c68bd5f4194d994fd70726746bf529ee5a617,ThoreNext,THX,2294.0,319,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.052,150.0,1629848168,2021-08-24 23:36,18,297,4,4058938,3531791,2454656,215,82,27509996,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1629848168
11202769,2020-11-06,0xcc5edbe59ec6720a72bd114c1c5fd1f690777b18,0.559116279,0.001,YIUMI,0.001,0x24510074889e5aac5e33f796f5039562a1fa26b8,YIUMI,YIUMI,0.559116279,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,34.0,20000.0,1604696534,2020-11-07 6:02,3,1,2,28661,940,23929,1,0,44343,burn,1604656674,2020-11-06 18:57,34.302656,4.2e-17,-1.0,1.2452777777777777h,True,1604656674
11234195,2020-11-11,0x9ca4b0995451137d423cb626c44a262b1a0b3f3c,1.5e-13,7e-18,ytrade,1.4e-17,0x657946d28bbd2dc6127aa72e2f22430be2e3c79b,ytrade,ytrade,1.5e-13,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,40.0,900000.0,1605070231,2020-11-11 13:50,4,1,1,36,318,402,1,0,402,burn,1605070231,2020-11-11 13:50,44.54444444,7e-18,-1.0,0.11166666666666666h,True,1605070231
12693925,2021-06-24,0x5ce1e63237a947678e0a68e55b6b5702fafb92d3,1e-18,1.36e-12,Wrapped Ether,1e-18,0xea6de1ed839547e5ff112239fc219e3a62b286ba,Elon XRP,EXRP,1.36e-12,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,0.002,5000.0,1624508616,2021-06-24 13:23,3,2,1,145,1007,10730,2,0,10730,burn,1624508616,2021-06-24 13:23,0.004278521,1e-18,-1.0,2.9805555555555556h,True,1624508616
13381780,2021-10-09,0x910bd55b98d0957f9985aecc33328aba9d73cde2,389000000000000.0,1.310145981,Vegito Inu,2.620291963,0x3737e3f9e1beff5b1c79a8ce2e10aa9aab93fd40,Vegito Inu,VEGITO,389000000000000.0,298,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,0.7,700000000000000.0,1635618467,2021-10-30 18:27,1,297,0,0,69449,0,185,112,1871605,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635618467
11324077,2020-11-24,0x689b35d9d8489d2a846ed03c58185b364a13589a,1e-18,0.001,WrappedPolis,0.001,0x71c10040db9b5bf6d5bdd81dac26b47bb44eb4f0,WrappedPolis,WPOLIS,1e-18,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.01,599.0,1606406323,2020-11-27 0:58,2,2,2,1292,72594,2280,2,0,145088,burn,1606262948,2020-11-25 9:09,0.011,5e-18,-1.0,0.47583333333333333h,True,1606262948
11399319,2020-12-06,0xada0401ef2975019393455747551b8fd186e9600,5.08e-16,1.97e-15,Wrapped Ether,1.02e-15,0xe48b76db5082d9a6c09feda3b2338bade2b2beb0,SpaceMineToken,MINE,1.97e-15,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.01,0.04,1607270783,2020-12-07 1:06,2,2,2,3553,7911,5636,2,0,11226,burn,1607259603,2020-12-06 22:00,0.01,5e-16,-1.0,0.012777777777777779h,True,1607259603
12627035,2021-06-13,0xdf19bda5e3268d3c6d629ea3d68bee12abc2310e,224000000000.0,5.502653328,Moon Airline,11.00530666,0x02e31e54a22576fd8b3a91c5106a6752f42e2661,Moon Airline,MAIR,224000000000.0,299,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,3.9,300000000000.0,1623980098,2021-06-18 1:34,1,297,1,0,11477,326405,179,118,380720,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1623980098
12789734,2021-07-08,0x70de7480365c98e61195bdb858af37905b767977,10.67046303,8440000000000.0,Wrapped Ether,21.34092605,0xfd56cfbe695e05f501e0081a029622d0f7917251,Brrr,BRRR,8440000000000.0,299,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,13.0,7000000000000.0,1627266729,2021-07-26 2:32,1,297,1,0,113743,404295,121,176,1478012,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1627266729
13521010,2021-10-30,0x30b07446fc9d8a2a4dc0f9019387382ed6f346d2,23856453718.0,4.282971014,Zeke Inu,8.565942028,0x6a8912ad77eb7cb7a7470541bd58ecbb75428ae5,Zeke Inu,ZEKE,23856453718.0,348,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,1.4,44000000000.0,1636293285,2021-11-07 13:54,50,298,0,107842,40251,0,200,98,661867,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636293285
11232163,2020-11-10,0x690d5f67649e451ac5d216de8b2e7695ea8e1b17,34412.37373,0.340697862,xBSE Token,0.340697862,0x69861c005d72c77b9e7ef68f4df6e7f09d6310eb,xBSE Token,xBSE,38477.63387,509,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.0001,0.5,1622330000,2021-05-29 23:13,55,299,9,1191417,1827720,2217844,154,145,17286686,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1622330000
12755889,2021-07-03,0x9b2760bda7526c1ba9df3d58008d61ba5b38e8a9,73476554335.0,11.2124395,Harbour,22.42487899,0x696eaae5d9d611788d61f99b7958b63ec6d0da39,Harbour,HBR,73476554335.0,304,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,9.0,90000000000.0,1627160882,2021-07-24 21:08,2,300,2,75055,102189,188539,192,108,1828230,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1627160882
12425297,2021-05-13,0xe6f294c5077789ba19f156b31d261a7b6b29ac49,5.71e-10,1e-18,Golden Retriever Token,1e-18,0x66315cee83299c37a5bc46740e8e28f80df98f62,Golden Retriever Token,GODRE,5.71e-10,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,0.05,19000000000.0,1620968411,2021-05-14 14:00,2,2,2,30350,12381,64497,2,0,69441,burn,1620968411,2021-05-14 14:00,1.20864,1e-18,-1.0,19.289166666666667h,True,1620968411
12741820,2021-07-01,0x9bc4adf2b0fc3375f4cc3feddbfb8b7d43695c55,977000000000.0,1.255639712,Rapidly Reusable Rocket Floki,2.511279425,0x8dc862c01a9c039528f3c85f91acf66cd20c5c94,Rapidly Reusable Rocket Floki,RRRFloki,977000000000.0,302,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,1.0,1000000000000.0,1629451264,2021-08-20 9:21,1,301,0,0,68499,0,126,175,4307907,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1629451264
11495260,2020-12-21,0xf14a898ab4e7a85fd09994fe452617a72fdb3e51,9.98e-12,2e-18,TEST,2e-18,0x5b364cc44862e76a8d4b45cb30ed219fe8cbd907,TEST,TEST,9.98e-12,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.1,10000000.0,1608537987,2020-12-21 17:06,2,2,2,1602,1622,2432,2,0,3470,burn,1608535911,2020-12-21 16:31,0.1001,1e-18,-1.0,0.38722222222222225h,True,1608535911
11226125,2020-11-09,0x9de0a2947920f7572c7135b8db20921d30e32465,0.01,5.9e-09,SPYDER,5.9e-09,0x47ff1cd6fed12da186387ffd08a98dc4d92746b7,SPYDER,🕷,0.01,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.1,50.0,1604963639,2020-11-10 8:13,2,2,2,441,1129,1095,2,0,1454,burn,1604962922,2020-11-10 8:02,0.1,4.47e-09,-0.999999955,0.20472222222222222h,True,1604962922
12890921,2021-07-24,0xe1e7559e1f869ebb1ba85d40da24eae8516b0007,5.59e-11,1e-08,Wrapped Ether,5.59e-11,0xccf4429db6322d5c611ee964527d42e5d685dd6a,Compound Wrapped BTC,cWBTC,1e-08,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,0.15,0.49928525,1627506018,2021-07-29 6:00,2,2,2,22482,190053,189393,1,1,350830,burn,1627506018,2021-07-29 6:00,0.146849166,5.59e-11,-1.0,97.45277777777778h,True,1627506018
11062722,2020-10-15,0xc3cf50da4ffa19ad93bbd3f13f9e8ee7037571a4,3.58e-14,2.9e-17,Hermez Network Token,2.9e-17,0x4aa108621ed3cc39262fa8cd4dd7f7e62cd15833,Hermez Network Token,HEZ,3.58e-14,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.2,26.0,1602803302,2020-10-16 8:08,2,2,2,428,401,4142,1,1,7608,burn,1602803302,2020-10-16 8:08,0.252963197,2.9e-17,-1.0,2.1133333333333333h,True,1602803302
11355693,2020-11-29,0x19d45905f4844ac6b50045a088fe9197b010a3af,4249.0,0.002944503,Mario Valente Hourly,0.002944503,0x16b72a682edbb67ae25bb98e5517769fe78cadca,Mario Valente Hourly,MVH,4249.0,6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.25,1.0,1607647343,2020-12-11 9:42,3,2,1,1301,530704,1227,2,0,966455,burn,1606682115,2020-11-30 5:35,0.5,5e-07,-0.999999,0.3408333333333333h,True,1606682115
11146015,2020-10-28,0x4fdbeb8f555fbbd373bf208dd4b8744f37b40f8c,1.071570062,0.492630876,Penguin Unicorn,0.492630876,0x9b16e70797276ae1be23874961d1e6a9698e1ec6,Penguin Unicorn,WIMD,1.071570062,321,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.5,1.0,1630409841,2021-08-31 11:37,13,302,6,17509214,5915840,21716305,39,263,26510154,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1630409841
