createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.decimals,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_our,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_avg,LP_stdev,total_LP_amount
2020-05-29,0x8634c95b4fd6fa3f7cdf63268048bb77611f638d,Tripterium TEB,TEB,Wrapped Ether,WETH,0x24429061fd8ae22c9dd0e498c0f1bbcb3732c4ef,Tripterium TEB,TEB,18,193,0x535cad4180edc8d5a80b11344cbfffc4a1c77e7a,65,1000000.0,44.60033012,1.0,0.00237,1599570954,2020-09-08 13:15,burn,1590827359,2020-05-30 8:29,1.012100325,2e-18,-1.0,10.10055556,True,1590827359,1,4,0,0.2,0.8,0.0,0.0,0.7543066322136089,0.0,3,1,1.5,4644,999.999999999999999,100.0,0.0,999.999999999999999
2020-05-24,0xf03e723076ee5a9f5193db350c02e11b7e1e1c1a,Orami,AMI,Wrapped Ether,WETH,0x4e7ca39078c945d5855d4431147726069488dce8,Orami,AMI,18,67,0xa4003d6f5f41904bbc6a76ab1cd9c8371548a8e8,36,10000.0,100516.0862,0.01324,8.02e-06,1601758005,2020-10-03 20:46,burn,1590884523,2020-05-31 0:22,0.600744784,3e-18,-1.0,149.5022222,True,1590884523,5,6,0,0.45454545454545453,0.5454545454545454,0.0,0.2229466910685797,0.19138338571207522,0.0,6,0,6.0,374834,241.089062454902064016,100.0,0.0,241.089062454902064016
2020-05-30,0xb04056137f8f0305b8903822dc301dd5a1288391,Tripterium T10,T10,Wrapped Ether,WETH,0x89c60b92cc4615dacfb68db945eca7b60444c96f,Tripterium T10,T10,18,200,0x9ee2de675d23e0da11c01947088804a7ba10cf7f,68,5000.0,46.54246304,0.5,0.00247,1599571142,2020-09-08 13:19,burn,1590950038,2020-05-31 18:33,0.229367002,2e-18,-1.0,33.87888889,True,1590950038,2,12,0,0.14285714285714285,0.8571428571428571,0.0,0.4096423091676256,0.5013185654008439,0.0,4,8,0.4444444444444444,41712,158.21067451023734671,100.0,0.0,158.21067451023734671
2020-05-18,0x302ac87b1b5ef18485971ed0115a17403ea30911,Flexacoin,FXC,Wrapped Ether,WETH,0x4a57e687b9126435a9b19e4a802113e266adebde,Flexacoin,FXC,18,10376,0x784fd6a77f5ebbba29199f4985848348d228b005,8781,6692747.23,5925.544692,102.6418013,0.0834,1635301595,2021-10-27 2:26,burn,1591023637,2020-06-01 15:00,118.5507308,4e-18,-1.0,330.3730556,True,1591023637,3,285,2,0.010344827586206896,0.9827586206896551,0.006896551724137931,0.09095251068753385,0.538507916006579,0.6201233396903558,164,121,1.3442622950819672,1189236,32870.357425952261365645,100.0,0.0,32870.357425952261365645
2020-06-02,0xed4cda475b4921164ce131dbc5d42b42cbca7647,Sun Coin,SUN,Wrapped Ether,WETH,0x09ef998a1f84910026b006ac3f8aa321da4531c3,Sun Coin,SUN,18,92,0x72b25e2ef6036ac2348a1f86f3aee9d40e1c5663,92,100000.0,1.95e-13,10.0,6e-18,1591107640,2020-06-02 14:20,burn,1591104006,2020-06-02 13:20,12.00159473,1.3e-17,-1.0,3.117222222,True,1591104006,1,83,0,0.011904761904761904,0.9880952380952381,0.0,0.0,0.26053161884655984,0.0,47,36,1.2702702702702702,10421,999.999999999999999,100.0,0.0,999.999999999999999
2020-06-02,0xe73080ee6fe70da38a2a2d06e9fa09eea4b6978d,Aave Interest bearing SUSD,aSUSD,Wrapped Ether,WETH,0x625ae63000f46200499120b906716420bd059240,Aave Interest bearing SUSD,aSUSD,18,21,0x4965f6fa20fe9728decf5165016fc338a5a85abf,15,200.0004604,0.00052584,0.85964763,1e-14,1635514512,2021-10-29 13:35,burn,1591128475,2020-06-02 20:07,0.429823815,6.6e-17,-1.0,2.149444444,True,1591128475,1,0,1,0.5,0.0,0.5,0.0,0.0,1.0,0,0,0.0,4212,6.556102534031477325,100.0,0.0,6.556102534031477325
2020-06-03,0x605a3271ab0a255aeb5d7c3efd19830ea894344f,Wrapped Ether,WETH,LinkConnect,LCC,0xc58497e2802928394719dd2e175cfa5d654e52da,LinkConnect,LCC,18,353,0x0cd708e9954a5a29b5417dd93224e8007d94f063,353,3500000.0,1.53e-12,1.0,1e-18,1591313741,2020-06-04 23:35,burn,1591168199,2020-06-03 7:09,7.675158744,4e-18,-1.0,1.969166667,True,1591168199,2,213,0,0.009302325581395349,0.9906976744186047,0.0,0.11734693877551021,0.6534863945578231,0.0,128,85,1.4883720930232558,7056,2197.805038028500270955,100.0,0.0,2197.805038028500270955
2020-06-03,0x2da64a6c3eab8b1b9652c8e31807e260f78618dc,Greenpump,GPMP,Wrapped Ether,WETH,0x1ceb05a055c635695fb6b7b28b330f21a8b6afa9,Greenpump,GPMP,18,284,0x870d5610aa4edcc7191216be363c6740f660c72c,284,1400000.0,76252.36131,1.0,6e-18,1591760267,2020-06-10 3:37,burn,1591190682,2020-06-03 13:24,1.577876901,2e-18,-1.0,2.1125,True,1591190682,1,269,0,0.003703703703703704,0.9962962962962963,0.0,0.0,0.5087089482781545,0.0,162,107,1.5,7521,1183.215956619923207513,100.0,0.0,1183.215956619923207513
2020-06-03,0x7f6fe5c9ff1f9d46b29b79537d9ce6337127dfe0,Wise Token,WISE,Wrapped Ether,WETH,0x43142eea67e1e1f6a7d37f0793544880b6234e69,Wise Token,WISE,18,67,0xc1ff218cb1355e6c7b25e8144252cc5ea3c08d9f,67,50000.0,1.0,0.5,1e-18,1625656598,2021-07-07 11:16,burn,1591195048,2020-06-03 14:37,0.233727823,2e-18,-1.0,2.301944444,True,1591195048,1,55,0,0.017857142857142856,0.9821428571428571,0.0,0.0,0.2380589430894309,0.0,28,27,1.0,7872,158.113883008418965599,100.0,0.0,158.113883008418965599
2020-06-03,0xd59777edcfd303b913f95b11e98a4e10c1c02709,Wrapped Ether,WETH,PAMP 2.0,P2MP,0xe70eb57f4f4d22e97886e8bd79640317531b06ef,PAMP 2.0,P2MP,18,112,0x3d17e44aaea70b2126e00ac60f4dd94e14e6f7d7,112,6000000.0,1.98e-11,1.9,1e-18,1591197227,2020-06-03 15:13,burn,1591195926,2020-06-03 14:52,1.885556882,1e-18,-1.0,1.085277778,True,1591195926,1,106,0,0.009345794392523364,0.9906542056074766,0.0,0.0,0.4419397116644823,0.0,61,45,1.326086956521739,3815,3376.388603226826435623,100.0,0.0,3376.388603226826435623
2020-05-19,0xe722e96f5ffdbadfa9c1907b826b84e24d303f9b,GHOST by McAfee,GHST,Wrapped Ether,WETH,0x5c248af2fafdffa820a3f54bfc35bef9b5879b5c,GHOST by McAfee,GHST,18,50,0x944586cf150c0b10913734ccca59a872490e0377,50,301.8333773,1.81e-14,2.455095331,5.6e-17,1591216878,2020-06-03 20:41,burn,1591216878,2020-06-03 20:41,2.462139522,5.6e-17,-1.0,367.2588889,True,1591216878,2,46,1,0.04081632653061224,0.9387755102040817,0.02040816326530612,0.0006523033080987604,0.41854657384728033,0.44597071409325273,21,25,0.8076923076923077,1313806,0,100.0,0.0,44.351615410211849969
2020-06-03,0xc4b22aab6667274d886a8ff7cc9c9a121bc2dde4,PAMP3D,P3D,Wrapped Ether,WETH,0xbc2b2d10b0296b9998d094ca3cf3102bc8a6a618,PAMP3D,P3D,18,116,0xa99f4b5662b6b187440a9d03c61d22896659de6e,116,2222222.0,304.0,1.157424532,1e-18,1591393990,2020-06-05 21:53,burn,1591234409,2020-06-04 1:33,7.307090249,3e-18,-1.0,10.21805556,True,1591234409,3,111,0,0.02631578947368421,0.9736842105263158,0.0,0.03904010483496683,0.30071801031969203,0.0,65,46,1.3829787234042554,36629,2481.926377627536567688,100.0,0.0,2481.926377627536567688
2020-06-04,0xd966c153c7b6fa4f151753b6642dffe8a5d4e801,RocketSwap,ROCKET,Wrapped Ether,WETH,0x360eb7274866bd14009c6938ac3dccd11c29d7b3,RocketSwap,ROCKET,18,69,0x1663a4ea1b1e17c275a1b2263ce1e695a5268514,67,1000000.0,4.35e-11,0.5,1e-18,1591921029,2020-06-12 0:17,burn,1591251129,2020-06-04 6:12,0.041030656,1e-18,-1.0,3.379722222,True,1591251129,4,53,2,0.06779661016949153,0.8983050847457628,0.03389830508474576,0.26305379746835444,0.4453125,0.44610363924050633,39,14,2.6,10112,0,100.0,0.0,50.318465567122066489
2020-06-04,0x95fe98707e981dbd4e5794c2db458285dc44b261,Bartcoin,BART,Wrapped Ether,WETH,0x97b1a6c1b6346011d7e3cae8ab5321b9cc879d28,Bartcoin,BART,18,173,0x5d63095cd6a33b626ba08d121c889bd987dbba1c,173,9000000.0,1039469.834,2.4,4.68e-08,1616166532,2021-03-19 15:08,burn,1591251594,2020-06-04 6:19,3.230968711,0.000149132,-0.999953843,1.7975,True,1591251594,2,120,0,0.01639344262295082,0.9836065573770492,0.0,0.3779683377308707,0.44607519788918204,0.0,60,60,0.9836065573770492,6064,4647.580015448900261215,50.0,49.99538429666134,4647.794543856835110159
2020-06-04,0x083b344d961d4ab3823accec60253ec6c4bdb511,UniPowah,UPW,Wrapped Ether,WETH,0x4bb9a269749718514cb6accc61135980795005ec,UniPowah,UPW,18,128,0xae9943ffb0ea5959ddbf7bbe93d246c861d4c939,128,1000000.0,10492.97852,3.8,1e-18,1591253807,2020-06-04 6:56,burn,1591253518,2020-06-04 6:51,9.361290346,5e-18,-1.0,2.08,True,1591253518,1,125,0,0.007936507936507936,0.9920634920634921,0.0,0.0,0.5437794216543376,0.0,77,48,1.5714285714285714,7435,1949.358868961792780367,100.0,0.0,1949.358868961792780367
2020-06-02,0xdeebb5a060f4048a67db08ad07d19cc9e6abb8f9,Unimoon Token,Unim,Wrapped Ether,WETH,0x089d2494d9bbdcaca973070dfa2e0edb6f0eabe7,Unimoon Token,Unim,18,420,0x042c02bf66e306a9cf0a7c1b01176e16ddc2c11e,420,100000.0,188.9042236,10.0,1e-18,1603366102,2020-10-22 11:28,burn,1591266206,2020-06-04 10:23,4.927804391,1.1e-17,-1.0,37.92666667,True,1591266206,5,410,3,0.011961722488038277,0.9808612440191388,0.007177033492822967,0.15537549813978796,0.32167698483890417,0.3709615752246224,230,180,1.270718232044199,136006,457.355560199306975058,100.0,0.0,457.355560199306975058
2020-06-03,0x2b6f2393079686a56e54d1032322561de6da3c71,Wrapped Ether,WETH,UniPower3d,POW3d,0xf854431bf5793c928a0d206fde004cd2dc3b6ed5,UniPower3d,POW3d,18,284,0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,284,1000000.0,9.01e-14,100.0,1.2e-17,1591270878,2020-06-04 11:41,burn,1591270878,2020-06-04 11:41,111.4790466,1.2e-17,-1.0,19.05305556,True,1591270878,1,282,0,0.0035335689045936395,0.9964664310954063,0.0,0.0,0.35508294964554554,0.0,165,117,1.3983050847457628,68415,9999.999999999999999,100.0,0.0,9999.999999999999999
2020-06-04,0x441d3a8ea2076ad7326e91f52704cbe00c911f73,AssToken,ASS,Wrapped Ether,WETH,0x2b8b64a8ae4a89306d2297c527416ed264d34372,AssToken,ASS,0,75,0xcb114805b901f7a9c38d5675272ef26459a7d805,75,57800000.0,30817.0,1.0,3.03e-15,1595954938,2020-07-28 16:48,burn,1591270918,2020-06-04 11:41,0.701673023,9.23e-11,-1.0,2.802777778,True,1591270918,1,71,0,0.013888888888888888,0.9861111111111112,0.0,0.0,0.23709902370990238,0.0,40,31,1.25,10038,0.000007602631122499,100.0,0.0,0.000007602631122499
2020-06-04,0x417d79f9ce23d5749027a356bdc3deb3e3bf5d34,Relevant 100X,RELX,Wrapped Ether,WETH,0x19f3946d5136c42b0b38ce0bce6e5c28fd0f470f,Relevant 100X,RELX,18,118,0xe25886c2c2d45d5bbf905710b3769b5e83d43b58,118,27777044.0,1.73e-12,1.95,1e-18,1591272859,2020-06-04 12:14,burn,1591272401,2020-06-04 12:06,4.321962929,1e-18,-1.0,1.136111111,True,1591272401,1,113,0,0.008771929824561403,0.9912280701754386,0.0,0.0,0.44452754923959115,0.0,68,45,1.4782608695652173,4011,7359.703513049965247579,100.0,0.0,7359.703513049965247579
2020-06-04,0xe1b77dbf06d254e0a8cd18e5e9b28d6dbdb9d1fc,Wrapped Ether,WETH,RocketSwap,ROCKET,0xdf1bf39d45bc402d504e2749325bf7a340b8a45f,RocketSwap,ROCKET,18,219,0xa18200aae213281e2a6516a9e36db98a0a230b2d,219,50000.0,6.22e-14,2.0,1.7e-17,1591285182,2020-06-04 15:39,burn,1591285182,2020-06-04 15:39,12.0917645,1.7e-17,-1.0,11.43527778,True,1591285182,7,209,2,0.03211009174311927,0.9587155963302753,0.009174311926605505,0.10160758450123661,0.43824711459192084,0.5939818631492169,113,96,1.1649484536082475,38816,734.312140673527819703,100.0,0.0,734.312140673527819703
2020-06-04,0x27edf1e1142a27af3f13cce2dd027d46c4ae9375,Kava Classic ,Kava,Wrapped Ether,WETH,0x198e894a4c71c2cdd938f83e629bd6b564a02ced,Kava Classic ,Kava,18,32,0x4ecd75004ed3b934e74668e6d26fb362e569c5e7,32,10000000.0,1.97e-12,1.5,1e-18,1591289117,2020-06-04 16:45,burn,1591289117,2020-06-04 16:45,1.977527479,1e-18,-1.0,2.241388889,True,1591289117,1,30,0,0.03225806451612903,0.967741935483871,0.0,0.0,0.46612313747540063,0.0,25,5,4.166666666666667,7114,3872.983346207416884179,100.0,0.0,3872.983346207416884179
2020-05-05,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,USD//C,USDC,Wrapped Ether,WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USD//C,USDC,6,5258812,0x95ba4cf87d6723ad9c0db21737d862be80e93911,2939770,1.0,104892597.2,0.004854369,24400.0,1635864537,2021-11-02 14:48,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1591304832,484,5376,155,0.08046550290939318,0.8937655860349127,0.025768911055694097,0.6351462975844762,0.7226767718271583,0.6914947589511035,2547,2829,0.9,2591943,6.9673300428E-8,0.36900369003690037,1.7341328185370937,0.044649394428105865
2020-06-04,0x14583f97fd7097fd70bc57c2a35a77eac9d1b27c,pubggame,pubg,Wrapped Ether,WETH,0x89453b6a421950a062a7c9051dd260f7ba1ac509,pubggame,pubg,0,7,0x58465ade368edecdd5bbcec2a3c899faf75e21b9,7,100000.0,1.0,0.1,1.21e-09,1591350445,2020-06-05 9:47,burn,1591350445,2020-06-05 9:47,0.120679124,1.21e-09,-0.99999999,11.48972222,True,1591350445,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.5726577437858509,0.0,3,2,1.0,18828,9.9999999E-8,100.0,0.0,9.9999999E-8
2020-06-04,0xd28c0bd3e71d8e878cd8fb34bb8daae4ad236091,Blockcloud,BLOC,Wrapped Ether,WETH,0x6f919d67967a97ea36195a2346d9244e60fe0ddb,Blockcloud,BLOC,18,172,0xf37bb2d0a22c73926a95ee2c4e42af217f55ce2c,172,11369.39415,1.791,0.04098944,8.75e-12,1635395406,2021-10-28 4:30,burn,1591354089,2020-06-05 10:48,0.206722017,3e-18,-1.0,33.22472222,True,1591354089,2,2,0,0.5,0.5,0.0,0.5,0.287584143605086,0.0,1,1,0.5,2674,95.330276081129534347,100.0,0.0,95.330276081129534347
2020-06-04,0x040df2304b721d761e3bc26a67d3fba0817c031e,Snapshot,SHOT,Wrapped Ether,WETH,0x9cbbf0a1e5eec2068ce50eb3e99a752f75b9a082,Snapshot,SHOT,18,72,0xdc2c4e11b70f9d71458cd981f3e67c4eb3fac3e5,72,1800000.0,9.59e-13,4.2,2e-18,1591361162,2020-06-05 12:46,burn,1591361162,2020-06-05 12:46,0.074385951,2e-18,-1.0,24.66611111,True,1591361162,2,67,2,0.028169014084507043,0.9436619718309859,0.028169014084507043,0.2514678077420639,0.06496737415236768,0.507697994114553,41,26,1.5185185185185186,70343,0,100.0,0.0,68.913224486457101339
2020-05-06,0x12ede161c702d1494612d19f05992f43aa6a26fb,Chai,CHAI,Wrapped Ether,WETH,0x06af07097c9eeb7fd685c692751d5c66db49c215,Chai,CHAI,18,915,0xc3455912cf4bf115835a655c70bcefc9cf4568eb,808,1.133488754,882.8038683,0.005505614,0.262,1635451751,2021-10-28 20:09,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1591380074,7,15,1,0.30434782608695654,0.6521739130434783,0.043478260869565216,0.32560392376958336,0.5522072013197928,0.07549315197647227,12,3,3.0,2471297,0.078997160870943955,16.666666666666668,19.201588993522282,24.123198716901491682
2020-06-06,0x739d3688c7fc47ede220f04a848f94a4dca11430,Panda,PANDA,Wrapped Ether,WETH,0x4783724b23f3665057ec66ec0c8da8125ca3dabe,Panda,PANDA,18,32,0x97b7e24a17494b46905ddc13fbc8e9011496e498,32,18640.0,1.06e-13,0.1,1.1e-17,1591659155,2020-06-08 23:32,burn,1591410276,2020-06-06 2:24,0.200859673,5e-18,-1.0,1.371388889,True,1591410276,1,7,0,0.125,0.875,0.0,0.0,0.3908754623921085,0.0,4,3,1.0,3244,43.174066289845804998,100.0,0.0,43.174066289845804998
2020-06-06,0x90e4bb6e04912703a07b0d49625d2e4fecf396f8,Unipower X,UNIX,Wrapped Ether,WETH,0x2b467594fe0ba4048f2148e64e47ff8373c6d73e,Unipower X,UNIX,18,231,0x52298bee3b499ab0f51500101fe02e7a9b56933d,231,2850000.0,1.63e-09,2.5,0.0001,1591628857,2020-06-08 15:07,burn,1591442901,2020-06-06 11:28,6.713297322,3e-18,-1.0,2.581666667,True,1591442901,2,221,0,0.008968609865470852,0.9910313901345291,0.0,0.2931053144279684,0.4662842298950103,0.0,120,101,1.1764705882352942,9239,3234.389542734026737988,100.0,0.0,3234.389542734026737988
2020-06-06,0xa7b672f7bc910543c3cca1d96ab2fe6c25648678,Wrapped Ether,WETH,IdexTools,IDXT,0xd881a753ee98e7d91eb384a8e69ec998ffaa5a33,IdexTools,IDXT,18,26,0x83bbca66d4b2d15b9ec6d1a2e547813f0cf1432c,26,2000000.0,1.47e-10,2.7,1.03e-07,1592462767,2020-06-18 6:46,burn,1591447239,2020-06-06 12:40,2.709925555,2e-18,-1.0,11.59027778,True,1591447239,1,9,0,0.1,0.9,0.0,0.0,0.13721464936771227,0.0,5,4,1.0,24356,2323.790007724450130107,100.0,0.0,2323.790007724450130107
2020-06-06,0x6593a6f35e59213a9e470fb84f8592fe42decfea,UniPower Lite,PowerL,Wrapped Ether,WETH,0x8a6cfe5c3fe9b7fab42b8b654fb494bdd32445b0,UniPower Lite,PowerL,18,49,0xb5dd83253c302ea1603e3b0e539181aee44be30b,49,1000000.0,1.25e-12,0.7,1e-18,1591449985,2020-06-06 13:26,burn,1591449985,2020-06-06 13:26,0.679502092,1e-18,-1.0,1.047222222,True,1591449985,1,47,0,0.020833333333333332,0.9791666666666666,0.0,0.0,0.25177692728266815,0.0,25,22,1.0869565217391304,3658,836.660026534075546978,100.0,0.0,836.660026534075546978
2020-05-26,0x429a0bd2405e5d72532f533b3f69142dd36b3ffb,RanjeshCoin,SIR,Wrapped Ether,WETH,0x46ce61d5d93007d30f44a18e93e4400cf73a83f8,RanjeshCoin,SIR,18,17,0xe5a9765732e89b151867fb62c858fb42f36e8b97,17,672130000.0,7.02e-12,0.07,1e-18,1591475729,2020-06-06 20:35,burn,1591475729,2020-06-06 20:35,1.371483208,1e-18,-1.0,262.6738889,True,1591475729,3,12,1,0.1875,0.75,0.0625,0.6630072014538784,0.9651487422932554,0.00028024525706133124,8,4,1.6,942032,9575.117721496192201403,100.0,0.0,9575.117721496192201403
