createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.decimals,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_our,is_rugpull,feature_timestamp
2020-10-28,0x6c5d183b590d5261c129e192ad61db9ef9ddb179,DeFiPi,DFP,Wrapped Ether,WETH,0x8a6f6ef13bfdbb143de9bb3e12b7449ddd0ad786,DeFiPi,DFP,18,12,0x65867f2bf8c514fd800f0dba25a3e1b5d565ca7d,12,7300.0,6.78e-14,1.0,1.5e-17,1604163755,2020-10-31 17:02,burn,1604163755,2020-10-31 17:02,4.263037482,1.5e-17,-1.0,70.21166667,True,1604163755
2020-10-29,0x8d9bb568daf3b73cd5e7daa08bb3e9efd080a048,Clutch Token 2,CLUTCH2,Wrapped Ether,WETH,0x4d37fcf756800c35cccd2f4798316cce49cb4c0f,Clutch Token 2,CLUTCH2,4,90,0x42cb95f6d40afc1845169f6476ba89bce14f7cd5,90,61.0,0.43,7.85,0.0101,1604164847,2020-10-31 17:20,burn,1604164847,2020-10-31 17:20,3.372669292,0.010118009,-0.997,46.74583333,True,1604164847
2020-10-31,0x7900ab64e0d45f99d80bcef00779d4e6273c3bbd,Wrapped Ether,WETH,Keep4r,KP4R,0xc6989e96d91c4f2a4a75675f84d94ad7c557bfae,Keep4r,KP4R,18,16,0x373b4a82794706ec9a73ef7d88b8a639f1f59804,16,200.0,2.23e-15,2.0,4.52e-16,1604165549,2020-10-31 17:32,burn,1604165549,2020-10-31 17:32,1006.131999,4.52e-16,-1.0,2.018333333,True,1604165549
2020-10-31,0xb588d1c3c1e6cf8d67ab6691cee5e4843351d64e,CROPv1,CRPV1,Wrapped Ether,WETH,0xb5e874e2c6300da072924d499255be80efbae6b4,CROPv1,CRPV1,18,9,0xe7179e571f5db91cf5e20ab9880731c713ac9d84,9,10000.0,3.01e-14,8.0,3.4e-17,1604165739,2020-10-31 17:35,burn,1604165739,2020-10-31 17:35,9.415389029,3.4e-17,-1.0,8.788611111,True,1604165739
2020-10-31,0x1282dffa22401d1be7992370c918e2cda8d7b5ce,Wrapped Ether,WETH,ggfinance.io,GGF,0xc50fce67d19d2e6c08281fa737965df0c5c1ec58,ggfinance.io,GGF,18,8,0x717d295f19622617159d67acca9ccb327fbfeaaf,8,300.0,1.64e-15,100.0,6.13e-16,1604166421,2020-10-31 17:47,burn,1604166421,2020-10-31 17:47,106.0132171,6.13e-16,-1.0,5.030555556,True,1604166421
2020-10-31,0xedfa66b2b5d6a6ebdac5e364b98899249eb70920,Wrapped Ether,WETH,Tali.Finance,TAFI,0xf99facdf501dbc1f583d15848ad980cc4d01daba,Tali.Finance,TAFI,18,25,0x4f557d9821e090fb2583c56e05ce9a8e13ee8e1a,25,40000.0,1.45e-14,20.0,7e-17,1604169041,2020-10-31 18:30,burn,1604169041,2020-10-31 18:30,61.8910501,7e-17,-1.0,1.245833333,True,1604169041
2020-10-01,0xf744417d0a5fd18b5b18726ce1b48f931dfa32ea,Wrapped Ether,WETH,RAC,RAC,0xc22b30e4cce6b78aaaadae91e44e73593929a3e9,RAC,RAC,18,1220,0xea15d75e8fde595089708733eb6cfc7a680a4972,1199,644.0,144541.7498,0.5,57.4,1635355395,2021-10-27 17:23,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1604171648
2020-10-31,0xdf09d36cce873073b7e3081454b2804a8f78a719,R2D2,R2D2,Wrapped Ether,WETH,0x1eb897138c082f6724c43399fa30a1e8b9972ba8,R2D2,R2D2,18,15,0x9fea228ceb28842fded387e10a55c052a52cb4b0,15,999.0,1.32e-14,5.0,7.6e-17,1604172730,2020-10-31 19:32,burn,1604172730,2020-10-31 19:32,5.3506852,7.6e-17,-1.0,1.412777778,True,1604172730
2020-10-31,0x57a06fc32332a5f8f126b196914e3e4a6eecc7f0,7Pump,7Pump,Wrapped Ether,WETH,0x7d7b9106c4f862fa904d4593660ccbba6129a921,7Pump,7Pump,18,54,0x5cb8ce34973c374b6fa0e53f031201773dd6c92f,54,777.0,9.09e-15,5.0,1.11e-16,1604173760,2020-10-31 19:49,burn,1604173760,2020-10-31 19:49,6.918135889,1.11e-16,-1.0,1.828055556,True,1604173760
2020-10-18,0xa2c0cc01cb977b4709df225f76afd05248fc817b,When Binance,WBN,Wrapped Ether,WETH,0x3f577040204db106623a06cce70d8265aa00c2ff,When Binance,WBN,8,161,0xb0e35901c2b25304d42db099adc3ca163f3ff164,161,1000000000.0,9684285.208,3.0,0.03,1621586884,2021-05-21 8:48,burn,1604175912,2020-10-31 20:25,0.3214463,5.64e-15,-1.0,323.7963889,True,1604175912
2020-07-03,0xa1b2a9fe7077fd0b76f11e4f09b617e165e51bea,Black Coin,BLACK,Wrapped Ether,WETH,0x5d11326bafc2c3734934820c889520caf4adc023,Black Coin,BLACK,2,11,0xc4ce5fdb2778f51b758b26f17e76ecf12eb5ab37,11,10000000.0,0.01,0.05,7.8e-12,1604176653,2020-10-31 20:37,burn,1604176653,2020-10-31 20:37,0.055161596,7.8e-12,-1.0,2885.6775,True,1604176653
2020-10-31,0xd2573e64387241165744e8f9882532508449b70a,C3PO,C3PO,Wrapped Ether,WETH,0x9f95f72a9aed684bd2ec5b95850995ad50dae8dc,C3PO,C3PO,18,9,0xd57c30876464b8c287bc322a8b800451ad0f2886,9,500000000.0,1.83e-12,119.0,1e-18,1604177638,2020-10-31 20:53,burn,1604177638,2020-10-31 20:53,133.0054017,1e-18,-1.0,1.398333333,True,1604177638
2020-10-31,0xf1ca9b9a33e7b1e3fce790f20b8d2ecafb17ea97,Yearn Finance Trading,YFIT,Wrapped Ether,WETH,0x8dd1fad08a3b52b6dc211c8748e76c1f43afad17,Yearn Finance Trading,YFIT,18,7,0x28d2f648b360e1c209533a46539e187325dc9c01,7,250000.0,9.93e-14,25.0,1.1e-17,1604181045,2020-10-31 21:50,burn,1604181045,2020-10-31 21:50,25.18623621,1.1e-17,-1.0,4.324722222,True,1604181045
2020-10-27,0x4e390136ecea364d6c3fea5c8b31b04e5d53ca3b,FME Token,FME,Wrapped Ether,WETH,0x947938339bf61c84669e303bc39c794d65a525d0,FME Token,FME,18,11,0x6735692e4f61043090b8cf4fda2000415e067109,11,336358.26,5.36e-13,2.7,2e-18,1604181199,2020-10-31 21:53,burn,1604181199,2020-10-31 21:53,0.890961802,2e-18,-1.0,108.6733333,True,1604181199
2020-10-21,0xf8f9beb5b18d14a2b42b8b436b76e399623d75b2,IVAULT,ICORE,Wrapped Ether,WETH,0x433f4801c6822bfd3fbf4fd120a4c9ff21c7aaf7,IVAULT,ICORE,0,182,0xd8361b83d8573dea3609238a0edf9fcc921d4748,182,94050000.0,108901.0,1.0,1.23e-05,1604555433,2020-11-05 5:50,burn,1604181963,2020-10-31 22:06,0.003609871,1.12e-10,-0.999999969,247.6180556,True,1604181963
2020-10-31,0xdc31b88094f5ceea0505d375e8b104741c787210,Ivy Koin,Ivy,Wrapped Ether,WETH,0xb4437e1c6191c4614d6ce18e3744954b7d944b3d,Ivy Koin,Ivy,18,10,0x86eae2296c2d364d22e2dbdcd1a32b6d3e500d16,10,1000000.0,1.11e-13,76.0,1e-17,1604182271,2020-10-31 22:11,burn,1604182271,2020-10-31 22:11,78.4831242,1e-17,-1.0,9.721944444,True,1604182271
2020-10-30,0xe61530bd58392488f7a8d33ad1c1f59626e2f650,KeeperDAO.com,KDAO,Wrapped Ether,WETH,0x77cf1a5c2b2e2b2442acdbe53d1f6fd95419e597,KeeperDAO.com,KDAO,18,452,0x4f4f950cf38d4edefa176ce81b90fa2a5c8d1c61,452,2100000.0,1.19e-14,188.0,0.15,1619159245,2021-04-23 6:27,burn,1604185952,2020-10-31 23:12,469.9712042,1.71e-08,-1.0,32.25333333,True,1604185952
2020-10-31,0x34a7c3582e63a5b5558eadb08d531a822773243a,keep.network,K33P,Wrapped Ether,WETH,0x77ccb21b972e4d57b93a701f9647d494f1bc93af,keep.network,K33P,18,270,0x43d79c3c1fea8bd5ed7397f2b458c3781571c5eb,270,100000000.0,1.14e-06,45.0,2.27e-10,1604185952,2020-10-31 23:12,burn,1604185952,2020-10-31 23:12,476.7017707,2.27e-10,-1.0,22.09444444,True,1604185952
2020-10-31,0x5133b7ffb11a6669cbca0d4d97d34191da279366,ROYAL DEFI,RLD,Wrapped Ether,WETH,0x5be3b5282f1218b088177ec8cc28a47f4e7e0785,ROYAL DEFI,RLD,18,15,0x9e9a4c2acef968382dccc8ca165877f04f38dcf3,15,30000.0,1.85e-14,60.0,5.4e-17,1604186225,2020-10-31 23:17,burn,1604186225,2020-10-31 23:17,72.44386475,5.4e-17,-1.0,5.019722222,True,1604186225
2020-10-31,0x6426a5825bad0ae482e3ba49cbeb9d40ad8c11f3,Heme.Finance,HEME,Wrapped Ether,WETH,0x76d5a79840b781e48c647802bcbac1245bb5a594,Heme.Finance,HEME,18,21,0x3f542759424563f9c4687b986e4df84e5f013374,21,10000.0,1e-14,20.0,1e-16,1604186826,2020-10-31 23:27,burn,1604186826,2020-10-31 23:27,44.6741002,1e-16,-1.0,3.320277778,True,1604186826
2020-10-31,0xffc4fa4664860fb598a633bb6847861323f58020,mobius.finance,MOB,Wrapped Ether,WETH,0xbe082242779c3974b4a29e47d2314561683610ad,mobius.finance,MOB,18,50,0x9e7bedf5480a660b78cfa070bc228aee7e0e9a0f,50,10000.0,1755701.588,13.6,0.0779,1608637301,2020-12-22 11:41,swap,1604187794,2020-10-31 23:43,14.57104132,0.071041315,-0.995124486,9.476944444,True,1604187794
2020-10-31,0xbd6697114d3be6ffd60e1738c0aa09d16a733320,Stacy,STACY,Wrapped Ether,WETH,0x1686451a41da60d7237e0f66c64b3fab90799b81,Stacy,STACY,18,64,0xd837391d9f17860d65351dec14917f29f2bbe8ac,64,300000000.0,8.37e-13,300.0,2e-18,1604188599,2020-10-31 23:56,burn,1604188599,2020-10-31 23:56,358.5976948,2e-18,-1.0,7.157777778,True,1604188599
2020-10-31,0x6006f6f48ae8c3b74aebadd03084e88fe444be5f,Wrapped Ether,WETH,KingToken,KING,0xf0928f193f18b8a530aeb85ceafd394c4f0ef9f2,KingToken,KING,18,12,0xff54a7230c04a203ccb2d7e9474e3c58c921b809,12,4000000.0,2.06e-13,80.0,5e-18,1604188987,2020-11-01 0:03,burn,1604188987,2020-11-01 0:03,86.68,5e-18,-1.0,8.393333333,True,1604188987
2020-10-31,0x76a98aabf2ccd0e38f85cc12f36bc615af6f6ad7,Stacy,STACY,Wrapped Ether,WETH,0x53c97ea063785161f5bc0b38a32fec100d7c3d4b,Stacy,STACY,18,11,0xff54a7230c04a203ccb2d7e9474e3c58c921b809,11,50000000.0,6.69e-13,100.0,2e-18,1604188991,2020-11-01 0:03,burn,1604188991,2020-11-01 0:03,105.6985111,2e-18,-1.0,5.885555556,True,1604188991
2020-10-17,0xa87d54fd6745e3e3cb67a0d983bb39744907b5e8,Cash Cartel,CARTEL,Wrapped Ether,WETH,0x9257e8c80119fedab64842024ced4113912b0ab1,Cash Cartel,CARTEL,18,350,0xa34ef48b73870fa2aca1558239576ccbc60ad542,344,3.0,1.08e-15,0.3,0.000977,1605041613,2020-11-10 20:53,burn,1604190084,2020-11-01 0:21,0.000641347,8e-18,-1.0,347.2419444,True,1604190084
2020-10-31,0xc7dd7bbaa52f8f603e4c4728deaf6c65305fb06d,BURN.BOMB,BOMB,Wrapped Ether,WETH,0x1bb2709c990f5ab025fc79a4218124cae90f52b9,BURN.BOMB,BOMB,2,14,0x0f1fd943cffd117cea6eeb06e5c1d637d0cefebd,14,45000.0,0.01,2.0,6.26e-10,1604190282,2020-11-01 0:24,burn,1604190282,2020-11-01 0:24,1.879228522,6.26e-10,-1.0,10.94916667,True,1604190282
2020-10-31,0xd1b17bd4206733998c8da84464b7828dbdd2a597,t.me/PowerfulgametokenChat,GAME003,Wrapped Ether,WETH,0x6cc8046c3f2ea59887e0e4572d113427d3bfe429,t.me/PowerfulgametokenChat,GAME003,18,8,0xd2d36bce4ac2792ac7eb5382d6672ce8b76fd935,8,1500.0,1.817351926,0.7,0.00521,1604190428,2020-11-01 0:27,burn,1604190428,2020-11-01 0:27,1.737294712,0.005211884,-0.997,24.145,True,1604190428
2020-10-31,0xac69afed869037d81dbda4767ca640fa875ae335,T.ME/FAST_500,FAST500,Wrapped Ether,WETH,0x6f0ed9fe015f570e1ae0a83bebf76edee46a7169,T.ME/FAST_500,FAST500,18,7,0x9fea228ceb28842fded387e10a55c052a52cb4b0,7,500.0,9.7e-15,5.1,1.04e-16,1604191331,2020-11-01 0:42,burn,1604191331,2020-11-01 0:42,5.215402233,1.04e-16,-1.0,4.273611111,True,1604191331
2020-10-31,0xf7df0a24ac1c145a388a2ee74b92eac748de9db0,Wrapped Ether,WETH,VirtualFinance,VTF,0xd70a71c57ec1a1f497ea33123918e74975fe04ae,VirtualFinance,VTF,18,6,0x4b69813fc55e1cf95ecf00ec980376fa5fea6037,6,1809.0,1.080007463,0.1,7.5e-05,1604191379,2020-11-01 0:42,burn,1604191379,2020-11-01 0:42,0.112119542,7.5e-05,-0.99933085,1.833888889,True,1604191379
2020-10-31,0x3d004e4c825b03c3a4e53f03188e23d2b0f73b9f,Wrapped Ether,WETH,STACY LGE,STACY,0xeb9e5dd58f56e251d9124ef3596933b964520ab9,STACY LGE,STACY,18,45,0xeab4f5ae71093b0c31f5becf9047936446a8843e,45,100000.0,1.96e-14,200.0,5.1e-17,1604192446,2020-11-01 1:00,burn,1604192446,2020-11-01 1:00,227.9145818,5.1e-17,-1.0,8.911388889,True,1604192446
2020-10-31,0xc9b9fc23806570be8e1b83573093fb795e2f319d,HappyNumberBonusGame,HNBG,Wrapped Ether,WETH,0x9c7a3ba6d7527c01c09863cc63a251743b01afa5,HappyNumberBonusGame,HNBG,18,10,0x9be365cd1a0f3136dd212f1ca88f066ffe6ea791,10,2500.0,4.662512096,2.0,0.00967,1604192490,2020-11-01 1:01,burn,1604192490,2020-11-01 1:01,3.222985712,0.009668957,-0.997,24.05333333,True,1604192490
2020-10-31,0x799382b5ac80751d91688f6ce2f8e54ea778c699,YearnFinanceKeep3r,YFKP3R,Wrapped Ether,WETH,0x2fa8ffa7cf9a52cf787c8a69319b1ddffee329e7,YearnFinanceKeep3r,YFKP3R,18,18,0x226e390751a2e22449d611bac83bd267f2a2caff,18,2020.0,3.21e-14,1.0,3.2e-17,1604192756,2020-11-01 1:05,burn,1604192756,2020-11-01 1:05,1.404759547,3.2e-17,-1.0,13.08722222,True,1604192756
2020-10-02,0x0054c61a19e307ddd3ff81746487d7526f8c4a76,UNIFUND,iFUND,Wrapped Ether,WETH,0x04b5e13000c6e9a3255dc057091f3e3eeee7b0f0,UNIFUND,iFUND,18,7176,0x7492f18250064280274d70315ae4d96d23241ce8,7154,1450000.0,20862442.02,75.0,42.0,1635715007,2021-10-31 21:16,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1604193352
2020-11-01,0xef469a6f4bf22ea071449948cef852574a9cf2de,Wrapped Ether,WETH,AngelCoin,AGLC,0xef6f7dcbbed739ce842a1945a7f7987377c5bf09,AngelCoin,AGLC,18,62,0xac10af40abc7c67129b8c256a8c71b896a37d799,62,100000.0,2.57e-14,15.0,4e-17,1604194688,2020-11-01 1:38,burn,1604194688,2020-11-01 1:38,47.88016959,4e-17,-1.0,1.212222222,True,1604194688
2020-10-31,0x2b88d409df7060a1e82dc5203a783714730cc79c,UniKeep4R,KP4R,Wrapped Ether,WETH,0x1fbc1676b15b3049f5b9a5b8ae2451b24d255221,UniKeep4R,KP4R,18,8,0xfd7d871fb534eac6199d6bc4c18a6148dd7db0a5,8,5011.0,2.85e-14,6.0,3.6e-17,1604195142,2020-11-01 1:45,burn,1604195142,2020-11-01 1:45,6.089989898,3.6e-17,-1.0,9.416111111,True,1604195142
2020-10-31,0x6e935711ffc97ac998efa9865015abb25f37db55,Super Virus Killer,SVK,Wrapped Ether,WETH,0x34a891d384c99696df8361509c16573f760debc5,Super Virus Killer,SVK,18,7,0xd53016a681634c8dec7e0925f25b76ba674a98e6,7,60000.0,1.71e-13,30.0,6e-18,1604195781,2020-11-01 1:56,burn,1604195781,2020-11-01 1:56,31.8888242,6e-18,-1.0,23.13166667,True,1604195781
2020-09-23,0x7c4912a16d777d439ff19faf0277bfccc056bc79,YFCC.FINANCE,YFCC,Wrapped Ether,WETH,0x8feeb9f36f484b312a30cb5486aa99976dab63b0,YFCC.FINANCE,YFCC,12,147,0x66580ec151a155ad52a1ca7a9219479f45a7adec,147,35.0,4.3e-11,20.0,2.43e-14,1604196489,2020-11-01 2:08,burn,1604196489,2020-11-01 2:08,0.481047572,2.43e-14,-1.0,926.63,True,1604196489
2020-10-31,0xd5781d21d3a7c871e4ded41542002295c9408f8c,Uniswap V2,UNI-V2,Wrapped Ether,WETH,0x2084c8115d97a12114a70a27198c3591b6df7d3e,Uniswap V2,UNI-V2,18,15,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,15,614.6087531,1.51e-14,3.9,8.3e-17,1604262311,2020-11-01 20:25,burn,1604197066,2020-11-01 2:17,0.886418994,7.3e-17,-1.0,14.57833333,True,1604197066
2020-10-31,0x7f307a19b81680c02d18b3930ba9df77e47c787b,FDGCoin,FDG,Wrapped Ether,WETH,0x153598987c32686e2d30266c7bfbef2fbf3be411,FDGCoin,FDG,18,21,0x555e9eb196ea2bb76c1e5af9a1f3a4785ba4b204,21,10000.0,1.21e-14,58.0,8.3e-17,1604197616,2020-11-01 2:26,burn,1604197616,2020-11-01 2:26,62.88946624,8.3e-17,-1.0,2.737222222,True,1604197616
2020-10-31,0x496b1860351c5406082bf2458b952bbb6ef02adb,Wrapped Ether,WETH,deCyberNetwork Protocol,dCNP,0xd2b426addce75d55e39b8c954018732f3d9941e1,deCyberNetwork Protocol,dCNP,18,32,0x7608377ac2bfb8f9a3e4022f0af56292c5d858d0,32,200000.0,3.98e-14,80.0,2.6e-17,1604197677,2020-11-01 2:27,burn,1604197677,2020-11-01 2:27,100.4871695,2.6e-17,-1.0,4.015555556,True,1604197677
2020-10-30,0x1e37dffe607c610ee1c8acfba6651bb01c14e419,YearnQuick,YQK,Wrapped Ether,WETH,0x2f7f74b267d4dff2ad0996594f0f3b422fc27151,YearnQuick,YQK,18,8,0x2628b172f6232145a37b599afd7c62c37e154847,6,12000.0,5.98e-14,3.2,1.7e-17,1604197986,2020-11-01 2:33,burn,1604197986,2020-11-01 2:33,1.081143635,1.7e-17,-1.0,32.55138889,True,1604197986
2020-10-30,0x1476cc271114a307a42e9590e7fc0d41910f36fb,Wrapped Ether,WETH,Axie Infinity Shard,AXS,0xe6775f3d08316af2dee95cfdadb29edd179b983a,Axie Infinity Shard,AXS,18,6,0xd53016a681634c8dec7e0925f25b76ba674a98e6,6,495000.0,8.7e-14,65.0,1.2e-17,1604200239,2020-11-01 3:10,burn,1604200239,2020-11-01 3:10,32.6,1.2e-17,-1.0,38.23333333,True,1604200239
2020-10-31,0x68e1b5c83a0f97094bd0186a1091230400d33567,YFIKeep3r,YFIK,Wrapped Ether,WETH,0x2315521a6cace3549de83daabb33572579d8a010,YFIKeep3r,YFIK,18,67,0x68eb9d4ae317ffca312e8755e08512482643835e,67,82000.0,1.0,135.0,0.00245,1604240547,2020-11-01 14:22,burn,1604201031,2020-11-01 3:23,163.4746522,5e-17,-1.0,19.45166667,True,1604201031
2020-10-31,0x8fc3faa554d3d8dcb8c43b8308814fceac353b9c,K4PR,K4PR,Wrapped Ether,WETH,0x607a09419593c3a60a9d27b1a831f45c1ba0ee31,K4PR,K4PR,18,58,0x15da5c66ef25fbb3602d5bb55ae0d541d8ff682c,58,180000.0,3.01e-14,120.0,3.4e-17,1604201327,2020-11-01 3:28,burn,1604201327,2020-11-01 3:28,154.2782849,3.4e-17,-1.0,15.46916667,True,1604201327
2020-10-31,0xd1f60243fcdf12ce22404d9a2c6302d25ac5782d,Keep4r,KP4R,Wrapped Ether,WETH,0xb9e678511afe5b0b4e76ba86d15ed053b4116c12,Keep4r,KP4R,18,43,0x1f0ad75ba09e7cce2f72bc55239ccd0eba871aa0,43,170000.0,3.14e-14,125.0,3.2e-17,1604201459,2020-11-01 3:30,burn,1604201459,2020-11-01 3:30,146.874793,3.2e-17,-1.0,23.83222222,True,1604201459
2020-10-31,0x3f9beb9c496c713ee8e2812091f431cc751fa149,Keep3r.Network,KE3R,Wrapped Ether,WETH,0xa0c414ed7e1b15673c9f423e24f8069d06fe6e1c,Keep3r.Network,KE3R,18,31,0x8bb8b4994080c4311093d4663b0fb933c73afda4,31,180000.0,3.02e-14,160.0,3.4e-17,1604201527,2020-11-01 3:32,burn,1604201527,2020-11-01 3:32,177.652377,3.4e-17,-1.0,10.44583333,True,1604201527
2020-10-02,0x0954955cad72ce5e5a879922ffbd757b04f9046c,Better Money,BETTER,Wrapped Ether,WETH,0xa7925aa2a6e4575ab0c74d169f3bc3e03d4c319a,Better Money,BETTER,4,1015,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3,429,2100.0,219300.0474,1.26,3.37,1635568066,2021-10-30 4:27,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1604202513
2020-10-31,0xe84dd427e4fbfcbedb15b2559372b9448b6d4ea6,YearnSecure,YSEC,Wrapped Ether,WETH,0x5b0850c470c21f566049eabaa9090004eaa34022,YearnSecure,YSEC,18,46,0xeab4f5ae71093b0c31f5becf9047936446a8843e,46,100000.0,1.94e-14,200.0,5.2e-17,1604202590,2020-11-01 3:49,burn,1604202590,2020-11-01 3:49,230.8113352,5.2e-17,-1.0,10.985,True,1604202590
2020-10-02,0x97bc8c2c0606966ca4e8caa4389c67bd077888c4,Wrapped Ether,WETH,TOPSWAP,TOPS,0xf5a04b9e798892e96de68733ad8ffedda39b7e5a,TOPSWAP,TOPS,8,2432,0x443f7c28f78f8740f2500f3c78d12338d1025aa1,2432,1.0,395779.3609,0.01,55.2,1635700608,2021-10-31 17:16,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1604204524
2020-11-01,0xf69aed39eefc17e283c2f0fb67418fe5e16c568e,Hikari.Finance,HIKARI,Wrapped Ether,WETH,0x7bec8ec0c5b07bddf70d4dc3fdf6ffa7edec4db5,Hikari.Finance,HIKARI,18,29,0x6ec3ff576b56c7bc481f2be0e203306b34c34acc,29,10000.0,9.04e-15,90.0,1.11e-16,1604207069,2020-11-01 5:04,burn,1604207069,2020-11-01 5:04,105.0054267,1.11e-16,-1.0,2.222777778,True,1604207069
2020-10-31,0x1c47542153895d0877fe5d6d312916af5b65c6a0,Nebula,NEBU,Wrapped Ether,WETH,0x9c180764a40b181a0d2fb232fc2bafa7e5baf65f,Nebula,NEBU,18,7,0x8306a8601f09b7ed4b159bf876e7b594f1d18b86,7,10000.0,7.84e-14,0.333333,1.3e-17,1604207662,2020-11-01 5:14,burn,1604207662,2020-11-01 5:14,0.739203623,1.3e-17,-1.0,20.33888889,True,1604207662
2020-11-01,0xad4d3fe27354a5e6a77ceca86e9dbd98fac72296,royal-defi.com,RLD,Wrapped Ether,WETH,0x8dd56792ef34db3848bce2c739e36d017f7c0411,royal-defi.com,RLD,18,7,0xc4586ea2f0e24f55532f4408bcec97235c1e6fcb,7,9000.0,1.31e-14,50.0,7.7e-17,1604208130,2020-11-01 5:22,burn,1604208130,2020-11-01 5:22,51.17177111,7.7e-17,-1.0,1.36,True,1604208130
2020-10-31,0x72389acbcd53cfe72262c9421272dc8a85669b63,Wrapped Ether,WETH,PeakGrabGame,PGG,0xe06d826f0f0b1f867a0335a8edcd5bb1740e8491,PeakGrabGame,PGG,18,7,0x60a40b7c7ca236e48cd3ea53f98f918b8898e101,7,1500.0,4.212270986,3.0,0.00962,1604209061,2020-11-01 5:37,burn,1604209061,2020-11-01 5:37,3.205548761,0.009616646,-0.997,24.22888889,True,1604209061
2020-10-31,0x3fc543d91e1c80a7343c54f1b3e13542439920ae,sidc.pro,SIDC,Wrapped Ether,WETH,0xbcf07e2406ae53f26c9b0bf73603228ad494f908,sidc.pro,SIDC,18,34,0x3bcfa9357ab84baec04313650d0eebb3fd51070d,34,15884.0,5.94e-15,418.0,1.69e-16,1604210910,2020-11-01 6:08,burn,1604210910,2020-11-01 6:08,433.6432931,1.69e-16,-1.0,19.30666667,True,1604210910
2020-11-01,0x813923c566a801765d7696bd4ddd5304141d3a0d,BlackHole V2,HOLEV2,Wrapped Ether,WETH,0x62da5c340c652fd0324c600be7e4d78e5284acea,BlackHole V2,HOLEV2,18,104,0xff54a7230c04a203ccb2d7e9474e3c58c921b809,104,50000.0,1.12e-14,100.0,9e-17,1604212087,2020-11-01 6:28,burn,1604212087,2020-11-01 6:28,199.5167241,9e-17,-1.0,5.027777778,True,1604212087
2020-11-01,0x7324ba9f8a010c7b5b83a6e475f7dc6895386448,fwd,fwd,Wrapped Ether,WETH,0x3a9733a40e08437c9fb05ea369b6abe0279a34b2,fwd,fwd,6,35,0x8ac35bc947d47ca520626d0d5463e133a0f2e965,35,10.0,1e-06,0.1,3.93e-10,1604322523,2020-11-02 13:08,burn,1604215169,2020-11-01 7:19,0.353588235,3.54e-10,-0.999999999,5.666666667,True,1604215169
2020-11-01,0x550f434a114d98610474be50143576c16606236c,ath3na.finance,ATNA,Wrapped Ether,WETH,0xa106147d348822412aeaec57839ac9a9c9484e29,ath3na.finance,ATNA,18,28,0x464c37b64971cbca3bf68843542ca91ee2813a08,28,10000.0,247469659.6,14.4,0.000586,1604215345,2020-11-01 7:22,swap,1604215345,2020-11-01 7:22,14.4605861,0.000586096,-0.999959469,5.353888889,True,1604215345
2020-10-21,0x4d430ee332e81eb296c7c05d520ebe0847512f64,CCS,ccs,Wrapped Ether,WETH,0x4b0833d357f8b6d1f755701961481cef4b06572b,CCS,ccs,18,9,0x674547513b0f94a4948294b12e3a854deb27cca5,9,50.0,1.49e-14,0.2,6.8e-17,1604215691,2020-11-01 7:28,burn,1604215691,2020-11-01 7:28,0.213995971,6.8e-17,-1.0,263.8636111,True,1604215691
2020-11-01,0xfd85af28e70e6ec2d91bef3d7f36e3d5cdb189aa,alalab.club,ALA,Wrapped Ether,WETH,0xb667d2b8dddef36e52dc33a8abfbb0d300a652f4,alalab.club,ALA,18,12,0x3bcfa9357ab84baec04313650d0eebb3fd51070d,12,5000000.0,1.11e-13,400.0,9e-18,1604216839,2020-11-01 7:47,burn,1604216839,2020-11-01 7:47,401.1317796,9e-18,-1.0,1.5925,True,1604216839
2020-11-01,0xca4e37cc370a6c25d47fd4d89a5f66cfc7492b3c,FateY.Finance,FTYF,Wrapped Ether,WETH,0x71eeb11829cfbf25949551b9adfdc838c722d63a,FateY.Finance,FTYF,18,40,0xc93903d2eef74aa81c350c1bdc3a7fdf0472eee6,40,30000.0,9.97e-15,15.0,1.01e-16,1604217503,2020-11-01 7:58,burn,1604217503,2020-11-01 7:58,67.65047013,1.01e-16,-1.0,1.210555556,True,1604217503
2020-11-01,0x7f0cc0b9d8aa1e53d09429f1f9abcc3c497e58f8,DoubleTheGameToken,DTGT,Wrapped Ether,WETH,0x2918e6eb3c155529544fc4a71590486063e91fa3,DoubleTheGameToken,DTGT,18,9,0x40cc37af4deec48bc9055337fca9cc91da37da13,9,1500.0,1.66e-14,2.0,6.1e-17,1604217779,2020-11-01 8:02,burn,1604217779,2020-11-01 8:02,3.309054594,6.1e-17,-1.0,1.678055556,True,1604217779
