createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_ratio,swap_ratio,burn_ratio,swap_rate,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,initial_supply,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
11693037,2021-01-20,0xa9d50c2d000cfcb2709c4eb9c762c21d794a2369,6e-18,1.99e-13,1.2e-17,0xf1ae4352aab20410f3ba8f6aa4a3f5bb17629c72,paidnetwork.com,PAID,1.99e-13,18,14,0xd28272309e0d3f74338bd39fddaf695a5ecb5dcc,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,200.0,10000000.0,1611201897,2021-01-21 4:04,1,12,1,0,3588,46070,12,0,46070,burn,1611201897,2021-01-21 4:04,224.7738744,6e-18,-1.0,12.797222222222222h,True,1611201897,0.076923077,0.923076923,0.0,12.0,44721.35955,0x93ae97d73b87edcfb0adc852da3aa474184a3d5f,100.0,0.0,594717456.0,0xd28272309e0d3f74338bd39fddaf695a5ecb5dcc,594717456.0,0.0,44721.35955,0.0
13482229,2021-10-24,0xf152b8023f3cf2090fc8583b25161479c6bc8b5a,184000000000.0,5.11489332,10.22978664,0x2ace4e2e816c3fb0b6e6fd4d695bba63a62b4841,8Bit Inu,8BitInu,184000000000.0,18,25,0x93ac40c49eac1b1b4435f8b72d1cc8e2c622f4dd,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.0,460000000000.0,1635123162,2021-10-25 0:52,1,24,0,0,1197,0,23,1,16681,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635123162,0.041666667,0.958333333,0.0,11.0,959238.4704,0x93ac40c49eac1b1b4435f8b72d1cc8e2c622f4dd,100.0,0.0,1000000000000.0,0x93ac40c49eac1b1b4435f8b72d1cc8e2c622f4dd,,474300000000,959238.47038318,81029223270.7664337158203125
13561044,2021-11-06,0x0d2176ab6aef678e3be1d8f4c0a61dc819dc627b,8.849999999999999e-12,1e-18,2e-18,0x003eb9c77b5b896fcc27adead606d23def34510e,Ethereum Name Service,ENS,8.849999999999999e-12,18,586,0x93aa5977802ed55b760efe731fa6ef047b3c4c80,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,1.0,10000000000.0,1636550997,2021-11-10 13:29,4,572,10,27807,119282,142415,365,207,376193,burn,1636550997,2021-11-10 13:29,87.74888782,1e-18,-1.0,104.49805555555555h,True,1636550997,0.006837607,0.977777778,0.015384615,1.754807692,750951.1143,0x93aa5977802ed55b760efe731fa6ef047b3c4c80,100.0,0.0,10000000000000.0,0x93aa5977802ed55b760efe731fa6ef047b3c4c80,,0,750951.11425547,9385355760148.228515625
11589365,2021-01-04,0x75d4a9bd5d81e2e9e3b69c9107cec2611607d176,2e-09,8.679999999999998e-13,8.679999999999998e-13,0x3b0e1508fae33ffba8d3ea64851cf98c02f1c61b,KeFi Token,KFI,2e-09,9,17,0x93a3eece5998df73ff8b63e77081adfac024940c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.1,100.0,1619256102,2021-04-24 9:21,2,14,1,3413612,5122749,9474646,7,7,9474646,burn,1619256102,2021-04-24 9:21,0.214116241,8.679999999999998e-13,-1.0,2631.846111111111h,True,1619256102,0.125,0.875,0.0,0.875,0.000246616,0x93a3eece5998df73ff8b63e77081adfac024940c,100.0,0.0,888888.0,0x93a3eece5998df73ff8b63e77081adfac024940c,888888.0,0.0,0.00024662,803033.0531
12691158,2021-06-23,0xfd65e9e0dc231b941ac40fbed20e716e6a89344d,1e-18,3.65e-09,2e-18,0xefc60ceb7de7ccc5418f2822ed063e268e2f5d91,EverCrown,EverCrown👑,3.65e-09,18,29,0x93a37bb99f489e7474c0e75a6ae8bf9dfded3229,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,5.0,424000000000000.0,1624463697,2021-06-23 15:54,1,27,1,0,765,1625,22,5,1625,burn,1624463697,2021-06-23 15:54,12.73109545,1e-18,-1.0,0.4513888888888889h,True,1624463697,0.035714286,0.964285714,0.0,3.666666667,46056618.65,0x93a37bb99f489e7474c0e75a6ae8bf9dfded3229,100.0,0.0,1000000000000000.0,0x93a37bb99f489e7474c0e75a6ae8bf9dfded3229,,420000000000000,46056618.64718384,157889447236180.8125
12356211,2021-05-02,0xb13c6ab11046f8d93fc722febe17d7ae7ec515b6,1.28e-10,1e-18,2e-18,0x7e7a3567b66e16973fff1974705edc97bffdf8cf,Simpson Dog,YELLOW,1.28e-10,18,23,0x939f3eea5d8adf503820767c47b8ee1852e3dccc,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,10.2,200000000000.0,1619980488,2021-05-02 18:34,1,21,1,0,750,2447,17,4,2447,burn,1619980488,2021-05-02 18:34,11.13243044,1e-18,-1.0,0.6797222222222222h,True,1619980488,0.045454545,0.954545455,0.0,3.4,1428285.686,0x939f3eea5d8adf503820767c47b8ee1852e3dccc,100.0,0.0,200000000000.0,0x939f3eea5d8adf503820767c47b8ee1852e3dccc,,0,1428285.68570857,0
12730629,2021-06-29,0x83237299a23ed33f21c8d8e88cca245c8361150f,1e-18,4.23e-10,2e-18,0xc11bbdbeed01ed4d7b45bfa1e08c44b6142e3718,Falcon 9 Floki,F9,4.23e-10,18,96,0x939e36470804a2b7a05fd70c6fbf6c5c03258a50,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,5.8,980000000000.0,1630558970,2021-09-02 5:02,1,93,2,0,38338,2817417,34,59,5473957,burn,1630558970,2021-09-02 5:02,5.777874969,1e-18,-1.0,1520.5436111111112h,True,1630558970,0.010526316,0.978947368,0.010526316,0.566666667,2384114.091,0x939e36470804a2b7a05fd70c6fbf6c5c03258a50,100.0,0.0,1000000000000.0,0x939e36470804a2b7a05fd70c6fbf6c5c03258a50,1000000000000.0,0.0,2360272.95,20000000000.0
10991910,2020-10-04,0x2b0d522bff96540caa25ed0c96ea16f941f886f7,199150.6076,4.9700000000000015e-05,4.9700000000000015e-05,0x26d19cda7df0885b7ffd0e7834309113ff93f285,Dapcredit,Nkap,199443.7312,18,338,0x7420fa58ba44e1141d5e9adb6903be549f7ce0b5,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.5,18.0,1602802568,2020-10-15 22:56,3,186,3,258319,235175,695676,97,89,953362,swap,1602486524,2020-10-12 7:08,0.211571782,4.870000000000001e-07,-0.999997698,177.03277777777777h,True,1602486524,0.011049724,0.977900552,0.011049724,1.119047619,3.0,0x9393ff32313900a9f67a02e2fc0aa5df9e0559a3,100.0,0.0,25000000.0,0x7420fa58ba44e1141d5e9adb6903be549f7ce0b5,25000000.0,0.0,3.0,22896214.49
12749909,2021-07-02,0xd6b1c67c36e89df845f0bb07ca3cfb8b45356141,1e-18,1.19e-09,2e-18,0xefbdcd52897636786e2a78d8b9c70565a7132e28,ECSAPISM,ESC,1.19e-09,18,11,0x939264d43274c54c665942c4d5bed3af6c1b91cf,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,5.5,10000000000000.0,1625259967,2021-07-03 6:06,1,9,1,0,618,8526,8,1,8526,burn,1625259967,2021-07-03 6:06,6.2386553860000005,1e-18,-1.0,2.368333333333333h,True,1625259967,0.1,0.9,0.0,4.0,7416198.487000002,0x939264d43274c54c665942c4d5bed3af6c1b91cf,100.0,0.0,10000000000000.0,0x939264d43274c54c665942c4d5bed3af6c1b91cf,4.2e+17,0.0,7416198.487000002,0.0
11950366,2021-03-01,0x679fdf301236a992e3cb291e135781ee98a4ba8e,1.6899999999999999e-15,5.92e-16,1.18e-15,0x41c6aa683d6fbfef503f044d9c296cfb90ae8835,Alchemix,ALCX,1.6899999999999999e-15,18,12,0x938f55ab84262643dfbdb1267b43aeeff27e55dd,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,150.0,552.0,1614597123,2021-03-01 11:12,1,10,1,0,729,21716,10,0,21716,burn,1614597123,2021-03-01 11:12,170.229,5.92e-16,-1.0,6.032222222222222h,True,1614597123,0.090909091,0.909090909,0.0,10.0,287.7498914,0x938f55ab84262643dfbdb1267b43aeeff27e55dd,100.0,0.0,958036.0,0x938f55ab84262643dfbdb1267b43aeeff27e55dd,958036.0,0.0,287.7498914,957484.0
12967896,2021-08-05,0x2e2f29feeb4d8f99bbf189b17d4fc0f13897c8f4,1.65e-10,1e-18,2e-18,0xa44c6807e373eddbcee7b5955e2e33f2fe50720a,Elon's Rockets - https://t.me/elonsrockets,$ElonsRockets,1.65e-10,18,71,0x938ca6a9e406e3d8fb466cf7317db5fa9467daa7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,5.0,1000000000000.0,1628244838,2021-08-06 10:13,1,69,1,0,2261,38828,60,9,38828,burn,1628244838,2021-08-06 10:13,13.65373305,1e-18,-1.0,10.785555555555556h,True,1628244838,0.014285714,0.985714286,0.0,6.0,2236067.977,0x938ca6a9e406e3d8fb466cf7317db5fa9467daa7,100.0,0.0,1000000000000.0,0x938ca6a9e406e3d8fb466cf7317db5fa9467daa7,1000000000000.0,0.0,2236067.977,0.0
12571107,2021-06-04,0x5122d478ad9633d7415c2bc5600cafee37c6a945,0.000101185,1.1e-17,2.2e-17,0x6033695f7930316ea6d5ace88c38af2cc61793e4,SafeBurn Protocol,SAFEBURN,0.000101185,9,141,0x938ae86aff24194d6414646e98a6545cffe4a648,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,1.03,692000000000000.0,1622861692,2021-06-05 2:54,1,139,1,0,1806,10649,117,22,10649,burn,1622861692,2021-06-05 2:54,8.552275075,1.1e-17,-1.0,2.9580555555555557h,True,1622861692,0.007142857,0.992857143,0.0,5.086956522,843.9460882999998,0x938ae86aff24194d6414646e98a6545cffe4a648,100.0,0.0,1000000000000000.0,0x938ae86aff24194d6414646e98a6545cffe4a648,10100000000000.0,0.0,843.9460882999998,0.0
12847844,2021-07-18,0xebb5fef82df9625399252050133f4eecca306e9b,4.29e-10,1e-18,2e-18,0x128e0eff8d74d40aa3916da6059e2d9019b6ebe1,SpaceShiba,SpaceS,4.29e-10,18,14,0x938a6e5cacfbcf469f6563fbcd023b56d96e6148,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,2.0,600000000000.0,1626575742,2021-07-18 2:35,1,12,1,0,364,2091,10,2,2091,burn,1626575742,2021-07-18 2:35,2.556171826,1e-18,-1.0,0.5808333333333333h,True,1626575742,0.076923077,0.923076923,0.0,3.333333333,1095445.115,0x938a6e5cacfbcf469f6563fbcd023b56d96e6148,100.0,0.0,1000000000000.0,0x938a6e5cacfbcf469f6563fbcd023b56d96e6148,,399999999999.99993896484375,1095445.11501033,0.000070370000000000005571827721428945778825436718761920928955078125
13416955,2021-10-14,0x876692166cac59506eac1db7f01b120f5da98a50,28.45153241,44299807.24,56.90306482,0xdc386452f9ffda7f0d2940e5c60dc0f9469b1097,xKAWA,xKAWA,44299807.24,18,683,0xc0e9f051c6ef76d15f777ae8a7cb14c03550e79e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,10.0,100000000.0,1636743026,2021-11-12 18:50,11,671,1,646351,484520,591573,346,325,2519452,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636743026,0.016152717,0.982378855,0.001468429,1.067901235,31622.7766,0x93837577c98e01cfde883c23f64a0f608a70b90f,25.0,37.35719016,500000000.0,0xc0e9f051c6ef76d15f777ae8a7cb14c03550e79e,500000000.0,0.0,0.0,13148140.48
13153962,2021-09-03,0x689371e9f7833c1d6b33434dd6f121ef5a88a20b,19602124481.0,53.84538987,107.6907797,0x546aed37d202d607f45cbd2b8c0cad0d25fbe339,Kawakami Inu,KAWA,19602124481.0,18,3531,0xc0e9f051c6ef76d15f777ae8a7cb14c03550e79e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,11.0,40765178948.0,1636886481,2021-11-14 10:41,9,3520,4,3150014,4014928,3787394,1964,1556,6195603,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636886481,0.002548131,0.996319366,0.001132503,1.260757868,922640.0641,0x93837577c98e01cfde883c23f64a0f608a70b90f,20.0,38.70784844,1000000000000.0,0xc0e9f051c6ef76d15f777ae8a7cb14c03550e79e,1000000000000.0,0.0,0.0,471544736.9
12778896,2021-07-07,0x6f92fae5a6932027b368b0a94a7515cb61ccbde3,1e-18,4.56e-09,2e-18,0xeff88bf4601263b4c10b766de9c268eb2b8cac04,StarShi Inu,StarShi⭐,4.56e-09,18,26,0x938064d8c822302cdf4edbb25679cf851ae0832f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,5.0,424000000000000.0,1625643342,2021-07-07 7:35,1,24,1,0,515,1460,21,3,1460,burn,1625643342,2021-07-07 7:35,10.16956345,1e-18,-1.0,0.40555555555555556h,True,1625643342,0.04,0.96,0.0,5.25,46056618.65,0x938064d8c822302cdf4edbb25679cf851ae0832f,100.0,0.0,1000000000000000.0,0x938064d8c822302cdf4edbb25679cf851ae0832f,,420000000000000,46056618.64718384,157889447236180.8125
12583426,2021-06-06,0xde8f1524809971c4a9a7906f234b807a86fcdfcb,0.001292609,1e-18,2e-18,0xb29c509b7626ddef4be9a5abc1fe4e54de00a4a2,SafeHokk,SAFEHOKK,0.001292609,9,296,0x2f259a43235fd4e7431cedf5adbebcd3f37651c6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,17.0,1e+17,1623016102,2021-06-06 21:48,1,294,1,0,273,776,232,62,776,burn,1623016102,2021-06-06 21:48,33.49636878,1e-18,-1.0,0.21555555555555556h,True,1623016102,0.003436426,0.996563574,0.0,3.93220339,41231.05626000001,0x9377725d865a7c8f196e85b0e9eba86decc6fd19,100.0,0.0,1e+17,0x2f259a43235fd4e7431cedf5adbebcd3f37651c6,,0,41231.05625618,2000000000000003.25
13475932,2021-10-23,0xf456a64dc96e8585158ba5e48612b7a63a61a305,9.76e-06,1.03e-16,2.06e-16,0xa68b2b9a06b07a282d2224873413d25745d26733,Akamaru Inu,$AKAMARU,9.76e-06,9,31,0x9376cdb9ab7672b6e2c33976c6c82499ced47c31,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.0,1000000000000.0,1635023089,2021-10-23 21:04,1,29,1,0,26,206,23,6,206,burn,1635023089,2021-10-23 21:04,4.596789137,1.03e-16,-1.0,0.05722222222222222h,True,1635023089,0.033333333,0.966666667,0.0,3.285714286,44.72135955,0x9376cdb9ab7672b6e2c33976c6c82499ced47c31,100.0,0.0,1000000000000.0,0x9376cdb9ab7672b6e2c33976c6c82499ced47c31,,0,44.72135955,0
11169302,2020-11-01,0x42a4da436027a0da380ff2cf1f04ddcded8fd7a4,0.743935446,0.001217393,0.001217393,0xa775dd154d411d9b97cbe645a19386a9c94ac7b7,MIYA DEFI,MIYA,0.743935446,18,31,0x9371da36a2eba02581cd09ddeac3cef41e6dad95,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,0.8,800.0,1619891371,2021-05-01 17:49,2,27,2,1103,7171,7849294,22,5,15682324,burn,1619891371,2021-05-01 17:49,0.40579767,0.001217393,-0.997,4356.2011111111115h,True,1619891371,0.066666667,0.9,0.033333333,3.666666667,10.0,0x9371da36a2eba02581cd09ddeac3cef41e6dad95,100.0,0.0,900.0,0x9371da36a2eba02581cd09ddeac3cef41e6dad95,900.0,0.0,9.97,0.0
11773926,2021-02-02,0x62f4fc5e590381d1a3367146498e36f3a3921b47,109.9883312,2e-18,2e-18,0x22986d2a6dc41713a13449af7252770fd984da6a,SHIH TZU,SHIH,109.9883312,18,19,0x936ee6eef3952a5dfd6658376b5238476e930305,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,5.0,9300.0,1621996806,2021-05-26 2:40,1,17,1,0,2138552,72012,15,2,9766222,burn,1612302596,2021-02-02 21:49,8.361174692999999,3.9e-17,-1.0,20.003333333333334h,True,1612302596,0.076923077,0.923076923,0.0,12.0,215.63858650000003,0x936ee6eef3952a5dfd6658376b5238476e930305,100.0,0.0,500000.0,0x936ee6eef3952a5dfd6658376b5238476e930305,497631.4579,0.0,215.63858650000003,465757.94
11072636,2020-10-17,0x8e46e7bcce9a2dfd4b3ee855f2aab0c65d91a1f0,0.000750731,3.8e-17,0.000750731,0xc962ad021a69d457564e985738c719ae3f79b707,IFX24,IFX24,7674.664938,18,116,0xfd1c0909523815c32fd081cf666bbea33def024f,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,1.0,18500.0,1634074855,2021-10-12 21:40,2,26,1,44955,2426202,210190,14,12,31147596,burn,1603137449,2020-10-19 19:57,1.088677556,4e-18,-1.0,58.38611111111111h,True,1603137449,0.076923077,0.923076923,0.0,1.083333333,316.26966410000006,0x936e62b31ebbc161405b6e3eb1139e93435a7fbc,100.0,0.0,3000000.0,0xfd1c0909523815c32fd081cf666bbea33def024f,3000000.0,0.0,316.26966410000006,11.000084
